CFO/OP,169%,-44%,61%,113%,247%,765%,2%,-17%,-136%

--- RATIOS ---
,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,90,48,31,46,50,52,29,17,31
Inventory Days,98,70,65,139,67,122,216,323,379
Days Payable,83,84,85,130,38,71,98,86,159
Cash Conversion Cycle,104,34,10,54,79,103,147,255,250
Working Capital Days,-114,-27,9,-8,-95,-423,-168,-55,17
ROCE %,,22%,25%,20%,17%,8%,21%,20%,16%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,72.86%,72.86%,72.86%,72.86%,72.86%,72.86%,67.91%,67.91%,67.91%,67.91%,67.91%,67.91%
FIIs +,5.73%,5.82%,4.11%,5.23%,4.94%,3.84%,2.91%,2.88%,3.87%,3.22%,2.74%,3.10%
DIIs +,3.21%,2.24%,2.20%,2.45%,2.50%,3.00%,6.63%,6.82%,6.33%,6.48%,6.47%,6.05%
Public +,18.19%,19.07%,20.84%,19.47%,19.71%,20.31%,22.54%,22.39%,21.90%,22.38%,22.88%,22.95%
No. of Shareholders,"1,80,979","2,66,437","2,92,212","3,96,327","6,34,075","8,41,968","9,81,567","10,11,970","10,11,541","10,03,930","9,90,291","9,86,156"

--- CAGR BOXES ---




