Other Liabilities +,"2,830","3,198","3,517","4,480","4,285","4,056","3,630","4,258","4,210","5,131","4,790","2,814"
Total Liabilities,"11,364","12,475","13,914","15,745","15,249","18,867","19,090","21,365","22,820","25,549","27,324","27,440"
Fixed Assets +,"7,217","6,811","8,423","8,030","7,665","11,188","10,313","9,557","8,790","8,147","8,836","9,048"
CWIP,754,"1,550",49,220,348,5,25,193,"1,126","1,552","1,642","2,497"
Investments,5,138,"3,020","4,213","1,154",517,"1,707","1,286","1,368",617,"1,712",742
Other Assets +,"3,388","3,975","2,422","3,282","6,082","7,157","7,044","10,329","11,535","15,233","15,135","15,152"
Total Assets,"11,364","12,475","13,914","15,745","15,249","18,867","19,090","21,365","22,820","25,549","27,324","27,440"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,901,"3,374","2,068","2,996","2,141","2,863","3,559","3,479","2,519","4,871","4,398","4,750"
Cash from Investing Activity +,-717,-854,"-3,175","-1,278",-72,941,-927,"-1,063","-1,142","-1,056","-3,189","-1,472"
Cash from Financing Activity +,"-1,058",-699,-748,"-1,335","-2,548","-3,055","-2,759","-2,211","-2,368","-2,154","-2,152","-2,200"
Net Cash Flow,-874,"1,821","-1,856",383,-478,749,-127,205,-991,"1,661",-942,"1,078"
Free Cash Flow,849,"2,403","1,522","2,820","1,979","2,822","3,486","3,406","1,461","4,030","2,941","2,231"
CFO/OP,74%,225%,94%,111%,90%,96%,97%,90%,77%,117%,104%,112%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,13,13,18,19,13,16,26,23,23,25,23,9
Inventory Days,9,4,9,7,6,6,6,6,8,12,10,9
Days Payable,3,11,16,21,14,14,18,15,11,23,21,7
Cash Conversion Cycle,18,6,11,4,5,8,14,13,20,14,12,10
Working Capital Days,8,-2,-5,-8,-3,3,5,7,15,9,7,2
ROCE %,,15%,26%,30%,31%,28%,28%,30%,26%,26%,25%,23%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%,50.00%
FIIs +,34.27%,33.31%,26.82%,26.22%,25.58%,27.31%,28.61%,28.77%,29.04%,28.03%,26.30%,27.13%
DIIs +,4.97%,5.93%,10.95%,11.37%,12.86%,11.81%,11.10%,11.18%,10.86%,11.65%,13.45%,12.94%
Public +,10.77%,10.76%,12.21%,12.41%,11.56%,10.88%,10.29%,10.05%,10.10%,10.32%,10.24%,9.95%
No. of Shareholders,"3,89,109","3,84,845","4,33,628","4,54,319","4,56,043","4,55,045","4,36,896","4,26,703","4,23,031","4,38,901","4,35,497","4,37,469"

--- CAGR BOXES ---
Compounded Sales Growth
10 Years:,5%
5 Years:,11%
3 Years:,-10%
TTM:,-15%

Compounded Profit Growth
10 Years:,16%
5 Years:,6%
3 Years:,6%
TTM:,-1%

Stock Price CAGR
10 Years:,7%
5 Years:,5%
3 Years:,9%
1 Year:,-2%

Return on Equity
10 Years:,23%
5 Years:,22%
3 Years:,20%
Last Year:,19%

