Net Cash Flow,-221,23,282,3,-36,-259,-79,227,-398,41,52,456
Free Cash Flow,814,639,"1,680","1,412","1,521","1,436","1,866","1,453","2,158","2,101","2,018","1,946"
CFO/OP,93%,71%,119%,102%,102%,90%,101%,79%,105%,83%,101%,96%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,36,48,41,46,46,43,33,33,34,40,46,44
Inventory Days,102,123,125,135,125,146,127,128,84,73,79,82
Days Payable,103,140,152,201,204,212,149,130,99,97,120,114
Cash Conversion Cycle,34,32,13,-20,-33,-24,11,31,19,16,6,12
Working Capital Days,-25,-6,-22,-31,-20,-42,-33,-7,-2,-60,-81,-40
ROCE %,20%,23%,22%,21%,20%,19%,20%,19%,17%,19%,19%,19%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,63.22%,63.21%,63.21%,63.21%,63.01%,63.00%,53.04%,53.07%,53.07%,53.07%,53.06%,53.06%
FIIs +,23.53%,23.51%,22.94%,22.56%,22.42%,22.03%,20.68%,19.54%,19.35%,18.23%,15.41%,13.94%
DIIs +,7.37%,7.65%,8.38%,8.94%,9.30%,9.61%,11.03%,12.19%,12.40%,13.58%,16.49%,18.00%
Public +,5.87%,5.62%,5.44%,5.27%,5.26%,5.36%,15.25%,15.20%,15.18%,15.11%,15.06%,14.99%
No. of Shareholders,"2,00,503","1,98,741","1,87,088","1,87,692","1,89,749","1,92,421","2,25,182","2,35,621","2,28,652","2,27,505","2,19,727","2,13,565"

--- CAGR BOXES ---




