Borrowings +,428,331,239,312,352,338,511,479,608,528,554,557
Other Liabilities +,873,"1,010","1,059","1,217","1,569","1,603","1,675","1,850","2,393","2,993","3,752","5,308"
Total Liabilities,"3,125","3,358","3,623","4,072","4,896","4,964","5,426","5,677","6,800","7,353","8,281","10,075"
Fixed Assets +,"1,076","1,050","1,085","1,110","1,300","1,396","1,612","1,760","2,246","2,724","2,758","3,633"
CWIP,3,37,11,27,45,58,24,39,67,44,40,85
Investments,284,544,608,543,450,733,854,828,"1,096",602,"1,590","2,083"
Other Assets +,"1,763","1,727","1,919","2,392","3,101","2,777","2,936","3,050","3,391","3,983","3,893","4,274"
Total Assets,"3,125","3,358","3,623","4,072","4,896","4,964","5,426","5,677","6,800","7,353","8,281","10,075"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,665,818,649,516,"1,062","1,214","2,007","1,016","1,419","1,387","1,363","2,084"
Cash from Investing Activity +,-186,-203,-125,59,-367,-22,-933,441,-928,176,-621,-722
Cash from Financing Activity +,-625,-601,-574,-567,-698,"-1,147","-1,058","-1,290",-560,"-1,542",-649,"-1,279"
Net Cash Flow,-147,14,-51,8,-3,45,16,167,-69,21,93,83
Free Cash Flow,607,731,567,388,919,"1,034","1,870",884,"1,237","1,234","1,202","1,772"
CFO/OP,101%,101%,82%,71%,104%,102%,144%,81%,99%,87%,86%,114%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,11,15,15,20,26,27,18,25,38,40,43,35
Inventory Days,139,110,193,190,147,157,108,106,94,116,93,78
Days Payable,79,80,107,103,98,108,109,101,112,137,103,79
Cash Conversion Cycle,71,46,101,106,74,76,17,30,20,19,33,34
Working Capital Days,18,0,23,37,27,24,-11,5,2,14,16,34
ROCE %,38%,44%,45%,42%,42%,43%,43%,43%,42%,43%,45%,47%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,59.41%,59.40%,59.38%,59.34%,59.28%,59.20%,59.11%,59.05%,59.03%,58.94%,58.93%,58.93%
FIIs +,24.96%,25.91%,25.69%,25.55%,24.61%,24.87%,23.35%,22.09%,23.62%,24.21%,24.02%,24.08%
DIIs +,10.20%,9.50%,9.63%,9.78%,11.10%,11.12%,12.76%,14.12%,12.61%,11.88%,12.23%,12.17%
Government +,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.11%,0.11%,0.13%
Public +,5.20%,4.99%,5.12%,5.13%,4.80%,4.61%,4.61%,4.53%,4.51%,4.58%,4.49%,4.49%
Others +,0.11%,0.11%,0.08%,0.11%,0.11%,0.11%,0.08%,0.12%,0.12%,0.26%,0.22%,0.19%
No. of Shareholders,"3,30,907","3,08,025","3,16,579","3,18,556","2,99,154","3,02,183","3,00,805","2,86,770","2,88,218","2,89,152","2,82,209","2,87,764"

--- CAGR BOXES ---




