Other Liabilities +,"10,094","11,242","11,946","14,290","16,870","16,669","16,717","16,271","19,710","21,037","23,455","26,247"
Total Liabilities,"61,436","62,823","60,187","62,933","66,734","71,277","73,136","77,288","86,211","92,267","102,680","120,011"
Fixed Assets +,"27,916","22,610","22,227","21,201","24,977","24,402","21,993","21,825","22,137","21,474","22,168","50,494"
CWIP,"16,378","16,742","17,588","19,087","15,037","17,180","19,167","22,522","31,357","39,798","50,601","34,744"
Investments,"1,020",606,"1,020","1,125","1,283","1,398","1,842","2,386",499,479,444,440
Other Assets +,"16,123","22,866","19,352","21,520","25,437","28,297","30,133","30,554","32,218","30,516","29,467","34,333"
Total Assets,"61,436","62,823","60,187","62,933","66,734","71,277","73,136","77,288","86,211","92,267","102,680","120,011"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,"4,061","5,971","8,329","4,696","3,824","2,993","5,070","4,590","4,705","7,252","5,026","3,294"
Cash from Investing Activity +,-768,-746,"-1,864",-886,"-1,182","-2,987","-1,607","-3,084","-4,191","-5,940","-7,550","-11,139"
Cash from Financing Activity +,"-2,494","-4,000","-7,812","-3,863","-2,637",12,"-3,058",-638,-795,-924,"1,904","8,928"
Net Cash Flow,798,"1,224","-1,347",-53,5,17,405,867,-281,388,-620,"1,082"
Free Cash Flow,"2,335","3,824","6,742","3,133","2,464",-639,"3,012",888,-269,285,"-3,823","-8,274"
CFO/OP,95%,143%,193%,130%,94%,79%,110%,135%,92%,165%,109%,80%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,129,83,78,63,115,131,194,207,212,168,169,83
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,129,83,78,63,115,131,194,207,212,168,169,83
Working Capital Days,-1,109,-29,-120,-18,57,36,11,-1,-51,-58,-97
ROCE %,9%,8%,11%,8%,10%,8%,9%,6%,8%,8%,7%,6%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,70.95%,70.95%,70.95%,67.40%,67.40%,67.40%,67.40%,67.40%,67.40%,67.40%,67.40%,67.40%
FIIs +,7.57%,7.59%,7.38%,6.80%,8.96%,9.38%,8.77%,8.81%,9.31%,10.05%,10.39%,10.34%
DIIs +,14.23%,12.93%,13.42%,11.31%,10.27%,9.76%,10.04%,10.62%,10.63%,10.54%,10.31%,10.78%
Government +,1.53%,1.53%,1.53%,1.28%,1.28%,1.13%,1.13%,1.13%,1.13%,1.13%,1.13%,1.13%
Public +,5.71%,7.00%,6.73%,13.22%,12.08%,12.31%,12.65%,12.05%,11.52%,10.88%,10.77%,10.36%
No. of Shareholders,"8,37,822","9,57,445","10,32,824","33,35,566","36,28,673","39,06,734","40,65,442","39,90,215","37,73,352","36,07,898","34,71,413","33,67,954"

--- CAGR BOXES ---




