Borrowings +,"24,495","25,264","29,202","17,491","17,222","8,103","6,886","4,182","3,334","4,834","4,103",306
Other Liabilities +,"14,398","12,396","10,179","7,783","15,684","13,341","11,258","10,623","11,551","14,804","21,819","29,096"
Total Liabilities,"66,262","61,729","63,954","60,585","66,483","55,890","53,488","51,167","52,572","59,069","68,472","74,875"
Fixed Assets +,"19,619","3,943","24,640","8,082","6,322","5,187","4,856","4,862","4,785","3,880","3,502","4,117"
CWIP,"5,901","1,779",153,137,103,89,95,81,61,71,86,159
Investments,623,"21,310","1,209","20,832","21,005","18,566","19,746","19,779","19,481","20,138","21,336","21,692"
Other Assets +,"40,119","34,697","37,952","31,533","39,053","32,049","28,791","26,444","28,245","34,981","43,549","48,907"
Total Assets,"66,262","61,729","63,954","60,585","66,483","55,890","53,488","51,167","52,572","59,069","68,472","74,875"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,"2,037","2,957",-898,270,"2,043",356,"1,460","2,832","2,375","2,539","5,235","6,347"
Cash from Investing Activity +,98,-818,872,"-2,102",3,"6,508",150,267,-461,"-1,529","-3,475",721
Cash from Financing Activity +,"-1,547","-1,929",787,-232,875,"-9,522","-2,184","-3,828","-2,013",177,"-2,403","-5,547"
Net Cash Flow,588,210,761,"-2,064","2,921","-2,658",-573,-729,-98,"1,186",-642,"1,522"
Free Cash Flow,"1,198","2,371","-1,101",-455,"1,474",217,"1,529","2,684","2,321","3,166","5,140","6,231"
CFO/OP,89%,91%,-17%,29%,106%,35%,72%,150%,143%,132%,254%,484%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,76,126,63,70,36,43,39,36,35,31,37,38
Inventory Days,,,,,,,,,,,,"1,861"
Days Payable,,,,,,,,,,,,129
Cash Conversion Cycle,76,126,63,70,36,43,39,36,35,31,37,"1,769"
Working Capital Days,686,290,533,495,133,612,788,799,742,745,615,271
ROCE %,6%,8%,7%,5%,5%,4%,4%,5%,5%,6%,7%,6%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,74.95%,74.08%,74.08%,74.08%,74.08%,74.08%,74.08%,74.08%,74.08%,74.08%,74.08%,74.08%
FIIs +,15.30%,15.89%,15.75%,16.53%,16.17%,16.66%,16.37%,16.27%,15.98%,15.46%,14.82%,13.54%
DIIs +,4.87%,5.27%,5.47%,4.77%,4.81%,4.66%,4.87%,4.72%,5.01%,5.21%,5.78%,6.94%
Public +,4.88%,4.76%,4.72%,4.62%,4.95%,4.62%,4.69%,4.93%,4.93%,5.25%,5.34%,5.43%
No. of Shareholders,"4,06,280","3,95,845","4,04,832","4,26,253","4,66,987","4,39,141","4,58,323","4,92,116","4,83,029","5,00,928","4,92,129","5,06,572"

--- CAGR BOXES ---




