Fixed Assets +,"19,047","20,585","20,989","26,182","28,983","29,689","21,380","26,018","27,140","28,129","34,636","43,831"
CWIP,"3,032","2,371","4,279","4,269","4,760","6,856","7,873","6,703","3,969","8,039","8,298","2,368"
Investments,"10,027","11,603","14,662","16,018","18,268","19,210","28,778","30,060","35,272","35,208","41,309","40,324"
Other Assets +,"62,270","65,293","73,905","89,900","109,878","109,960","106,938","109,607","137,902","163,345","191,771","231,112"
Total Assets,"94,376","99,852","113,835","136,369","161,889","165,716","164,968","172,388","204,283","234,722","276,013","317,635"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,"1,055","2,385",183,682,"-4,347","-1,457","17,909","9,248","-7,074","-5,630","3,176","11,657"
Cash from Investing Activity +,"-4,357","-5,506","-5,875","-5,467","-7,174","-6,870","-19,686","-3,252","-8,866","-5,615","-18,616","-17,707"
Cash from Financing Activity +,"1,669","2,967","6,108","6,314","13,194","6,933",406,"-5,883","15,946","12,281","15,834","5,391"
Net Cash Flow,"-1,633",-154,416,"1,529","1,672","-1,394","-1,370",113,6,"1,037",394,-659
Free Cash Flow,"-3,661","-1,729","-4,780","-5,109","-11,546","-8,251","13,283","3,328","-13,241","-15,303","-6,633","2,545"
CFO/OP,31%,43%,20%,25%,-9%,8%,172%,74%,-21%,-7%,26%,48%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,28,28,31,34,30,34,30,26,21,20,19,17
Inventory Days,72,74,64,64,74,106,91,82,83,81,78,65
Days Payable,97,108,107,125,127,142,147,134,118,112,118,112
Cash Conversion Cycle,3,-6,-11,-27,-23,-3,-26,-27,-13,-11,-21,-30
Working Capital Days,-5,-3,-2,-8,-14,-20,-11,-13,-14,-8,-14,-2
ROCE %,11%,13%,12%,13%,12%,7%,8%,11%,13%,14%,14%,15%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,19.37%,19.33%,19.33%,18.58%,18.55%,18.53%,18.48%,18.45%,18.43%,18.43%,18.43%,18.45%
FIIs +,40.14%,40.26%,40.86%,41.75%,41.90%,41.18%,38.92%,38.30%,38.53%,38.04%,37.49%,36.23%
DIIs +,26.89%,26.79%,26.26%,26.13%,26.18%,27.04%,29.22%,29.77%,29.57%,29.95%,30.39%,31.37%
Government +,0.07%,0.07%,0.07%,0.07%,0.07%,0.07%,0.07%,0.08%,0.08%,0.08%,0.12%,0.21%
Public +,9.71%,9.73%,9.71%,9.70%,9.57%,9.44%,9.66%,9.78%,9.77%,9.93%,10.03%,10.25%
Others +,3.83%,3.80%,3.77%,3.75%,3.73%,3.69%,3.63%,3.60%,3.58%,3.55%,3.52%,3.50%
No. of Shareholders,"6,36,984","6,75,621","6,90,006","7,21,672","7,56,259","7,99,531","8,55,175","8,95,699","8,64,189","8,81,154","8,85,061","9,41,478"

--- CAGR BOXES ---




