,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,"11,880","11,455","10,824","8,023","25,336","20,169","44,327","44,381","21,683","20,301","23,138","35,064"
Cash from Investing Activity +,"-9,021","-8,794","-9,490","-11,730","-29,176","-14,012","-9,437","-10,905","-18,179","-14,253","-13,611","-14,397"
Cash from Financing Activity +,"-2,617","-4,729","-2,579","6,640",-673,"-1,695","-37,090","-23,401","-6,981","-11,097","-7,002","-21,387"
Net Cash Flow,241,"-2,068","-1,245","2,933","-4,513","4,462","-2,200","10,075","-3,477","-5,049","2,524",-720
Free Cash Flow,-169,"1,523","3,397",724,"16,712","10,156","37,793","34,428","7,868","2,569","8,731","21,906"
CFO/OP,420%,"-2,078%",96%,51%,104%,128%,148%,89%,84%,115%,103%,115%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,35,43,38,37,27,21,22,18,12,10,9,8
Inventory Days,165,180,230,224,190,197,215,213,175,176,171,184
Days Payable,126,167,172,161,130,136,167,161,122,108,113,136
Cash Conversion Cycle,74,56,96,99,87,82,69,71,66,78,67,56
Working Capital Days,-6,-47,-32,-31,-18,-38,-55,-34,-42,-59,-50,-56
ROCE %,1%,1%,6%,12%,14%,6%,12%,31%,13%,7%,9%,13%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,33.90%,33.90%,33.70%,33.19%,33.19%,33.19%,33.19%,33.19%,33.19%,33.19%,33.19%,33.19%
FIIs +,20.28%,20.31%,20.01%,19.61%,19.68%,19.25%,18.53%,18.29%,17.22%,17.29%,17.49%,18.58%
DIIs +,20.96%,22.20%,23.15%,23.51%,23.33%,22.67%,23.52%,24.48%,26.07%,26.92%,26.98%,26.67%
Government +,0.16%,0.16%,0.16%,0.16%,0.18%,0.18%,0.18%,0.18%,0.18%,0.18%,0.18%,0.18%
Public +,24.70%,23.43%,22.99%,23.52%,23.60%,24.69%,24.55%,23.84%,23.31%,22.42%,22.14%,21.36%
No. of Shareholders,"36,92,750","38,04,728","39,92,609","47,17,442","52,69,354","59,87,139","61,59,779","60,25,709","58,23,942","55,05,581","53,59,971","52,21,338"

--- CAGR BOXES ---




