Total Liabilities,"228,912","247,220","259,537","522,531","628,869","694,521","775,707","791,000","896,112","1,038,877","1,178,086","1,244,579"
Fixed Assets +,102,198,296,161,196,238,341,719,782,764,761,771
CWIP,2,47,105,129,199,288,336,53,22,39,88,128
Investments,528,"2,230","3,145","5,493","4,604","4,404","3,499","3,774","5,973","10,971","12,792","15,549"
Other Assets +,"228,280","244,745","255,990","516,749","623,871","689,590","771,530","786,454","889,334","1,027,102","1,164,445","1,228,131"
Total Assets,"228,912","247,220","259,537","522,531","628,869","694,521","775,707","791,000","896,112","1,038,877","1,178,086","1,244,579"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,"-21,455","-13,298","1,795","-57,148","-80,252","-42,148","-59,143","4,904","-74,717","-97,820","-92,269","-4,504"
Cash from Investing Activity +,-491,"-1,973",-667,"1,409","-13,463",-73,"1,741",-547,"-1,694","-3,409","-2,312","-3,441"
Cash from Financing Activity +,"26,916","10,383","1,950","52,018","93,616","43,399","60,424","-8,371","75,537","101,261","94,258","9,265"
Net Cash Flow,"4,970","-4,888","3,079","-3,720",-98,"1,179","3,023","-4,014",-874,32,-323,"1,319"
Free Cash Flow,"-21,498","-13,456","1,614","-57,237","-80,351","-42,277","-59,234","4,604","-74,840","-98,143","-93,110","-4,841"
CFO/OP,-79%,-40%,23%,-124%,-144%,-71%,-83%,15%,-94%,-100%,-82%,3%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
ROE %,20%,18%,6%,17%,23%,15%,21%,21%,20%,21%,21%,21%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,55.99%,55.99%,55.99%,55.99%,55.99%,55.99%,55.99%,55.99%,55.99%,55.99%,55.99%,55.99%
FIIs +,17.49%,16.85%,17.85%,17.19%,17.93%,17.74%,18.04%,18.84%,18.66%,18.84%,18.33%,19.64%
DIIs +,18.10%,17.86%,17.47%,18.21%,17.04%,17.43%,17.16%,16.17%,16.11%,16.04%,15.48%,15.05%
Public +,8.42%,9.29%,8.66%,8.58%,9.04%,8.83%,8.80%,8.97%,9.21%,9.13%,10.18%,9.32%
No. of Shareholders,"4,32,084","5,33,375","5,97,315","7,07,579","10,04,152","10,34,391","10,91,108","11,26,259","11,28,203","10,97,217","11,30,351","10,54,196"

--- CAGR BOXES ---




