CWIP,776,982,"1,795","2,508","1,645","2,143","2,740","1,725","2,399","2,137","1,424","2,207"
Investments,279,"3,296",355,435,778,789,907,772,"1,023","1,279","1,250","2,175"
Other Assets +,"8,291","11,250","11,058","10,825","19,277","17,558","17,672","21,816","26,069","35,889","45,018","57,021"
Total Assets,"12,355","16,460","16,830","18,902","28,433","29,476","25,100","30,171","36,271","47,974","58,237","73,368"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,-478,435,514,"1,072",762,"2,226","1,839","2,140","1,540","1,297",131,"3,223"
Cash from Investing Activity +,-426,-710,-522,"-2,005",-549,"-2,346",355,"-4,016","-2,697","-2,455","-1,348","-5,636"
Cash from Financing Activity +,"1,104",225,-80,960,87,252,-634,"1,598",546,"1,969",959,"1,959"
Net Cash Flow,200,-50,-87,26,300,133,"1,560",-278,-612,812,-258,-453
Free Cash Flow,-866,-486,-353,497,18,728,"1,090",-130,-111,-603,"-1,367",349
CFO/OP,-22%,71%,91%,106%,68%,107%,106%,157%,89%,69%,21%,106%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,94,75,77,64,117,66,69,81,58,57,67,59
Inventory Days,,,,"7,574",,"2,500","1,954","7,470",,,,"2,875"
Days Payable,,,,"1,795",,269,221,633,,,,179
Cash Conversion Cycle,94,75,77,"5,843",117,"2,297","1,803","6,918",58,57,67,"2,755"
Working Capital Days,33,49,56,-87,-198,-114,-20,87,30,104,274,136
ROCE %,13%,12%,8%,11%,10%,13%,11%,8%,10%,11%,8%,10%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,65.48%,65.48%,65.48%,65.48%,65.48%,60.95%,60.95%,60.95%,60.95%,60.95%,60.95%,60.95%
FIIs +,20.68%,19.50%,18.07%,16.06%,16.83%,19.12%,19.30%,17.08%,16.64%,15.74%,15.72%,14.20%
DIIs +,11.27%,12.82%,13.17%,14.96%,14.43%,16.75%,16.74%,19.23%,19.63%,20.68%,20.96%,22.60%
Public +,2.57%,2.20%,3.28%,3.51%,3.27%,3.19%,3.02%,2.74%,2.78%,2.63%,2.37%,2.26%
No. of Shareholders,"59,399","74,550","1,13,174","1,47,341","1,57,402","1,67,028","1,65,302","1,68,033","1,63,103","1,64,676","1,71,130","1,94,773"

--- CAGR BOXES ---




