Other Liabilities +,"6,606","6,718","7,557","8,198","7,802","8,707","9,322","12,835","8,381","7,005","5,504","5,345"
Total Liabilities,"19,010","15,730","17,069","16,586","10,910","12,200","12,781","14,194","13,178","9,059","8,088","8,492"
Fixed Assets +,"4,494","1,865","1,713","1,729",575,771,866,723,623,449,242,247
CWIP,"3,135","1,696","1,890","1,714",169,178,2,1,0,1,7,19
Investments,273,601,476,417,181,356,418,59,79,246,110,198
Other Assets +,"11,108","11,568","12,990","12,726","9,985","10,895","11,496","13,411","12,475","8,364","7,729","8,027"
Total Assets,"19,010","15,730","17,069","16,586","10,910","12,200","12,781","14,194","13,178","9,059","8,088","8,492"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,702,87,48,"1,441",183,538,348,947,16,91,134,892
Cash from Investing Activity +,-843,180,-59,71,-5,-18,-83,-208,448,536,-72,-364
Cash from Financing Activity +,-181,-397,46,"-1,336",-312,-514,101,-660,-603,-810,109,-697
Net Cash Flow,-322,-131,34,176,-133,5,366,79,-139,-183,171,-170
Free Cash Flow,-232,14,-180,"1,498",158,471,287,892,-189,171,140,825
CFO/OP,54%,8%,9%,200%,37%,71%,60%,87%,2%,19%,22%,159%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,26,25,85,89,123,73,199,72,119,115,156,207
Inventory Days,"2,442",876,"1,093",813,283,201,,,179,183,52,92
Days Payable,"1,248","1,073","1,451","1,185","1,229","1,301",,,"1,093","1,035",847,"1,405"
Cash Conversion Cycle,"1,220",-172,-273,-282,-824,"-1,027",199,72,-795,-738,-640,"-1,106"
Working Capital Days,-58,-58,-23,-150,-43,-127,-72,-40,-24,22,17,20
ROCE %,8%,7%,6%,7%,12%,29%,11%,50%,16%,21%,25%,23%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,18.59%,18.59%,18.59%,18.59%,18.59%,18.59%,16.72%,16.72%,16.72%,16.72%,16.81%,16.72%
FIIs +,5.64%,5.58%,7.84%,9.19%,9.63%,9.73%,13.34%,10.57%,9.83%,9.58%,10.41%,10.92%
DIIs +,11.76%,9.52%,9.38%,8.19%,6.55%,5.97%,7.50%,6.85%,6.83%,6.79%,4.76%,4.11%
Public +,63.99%,66.30%,64.18%,64.02%,65.23%,65.69%,62.43%,65.87%,66.61%,66.91%,68.01%,68.24%
No. of Shareholders,"3,47,653","3,82,846","3,95,914","5,03,538","6,41,834","6,81,435","6,97,846","7,30,273","7,20,889","7,10,253","7,31,008","7,25,141"

--- CAGR BOXES ---
Compounded Sales Growth
10 Years:,-7%
5 Years:,-14%
3 Years:,-22%
TTM:,-29%

Compounded Profit Growth
10 Years:,8%
5 Years:,19%
3 Years:,32%
TTM:,5428%

Stock Price CAGR
10 Years:,7%
5 Years:,18%
3 Years:,17%
1 Year:,6%

Return on Equity
10 Years:,%
5 Years:,%
3 Years:,%
Last Year:,9%

