Borrowings +,43,177,277,0,99,0,0,"1,043","1,219","1,484","1,648","1,478"
Other Liabilities +,"10,359","8,043","8,685","10,581","10,663","11,924","21,066","20,402","21,554","25,787","28,813","29,521"
Total Liabilities,"14,430","14,793","15,706","17,862","18,629","20,153","68,740","70,506","73,077","78,489","79,863","79,738"
Fixed Assets +,"2,821","3,258","4,419","4,528","4,715","5,479","51,443","51,473","52,678","53,744","54,335","57,428"
CWIP,516,408,229,461,406,597,745,"1,313","1,132","1,025","1,009",880
Investments,"3,025","2,592","3,794","2,873","2,716","1,255","2,709","3,521","2,882","4,625","3,810","4,359"
Other Assets +,"8,067","8,535","7,264","10,000","10,792","12,822","13,843","14,199","16,385","19,095","20,709","17,071"
Total Assets,"14,430","14,793","15,706","17,862","18,629","20,153","68,740","70,506","73,077","78,489","79,863","79,738"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,"3,292","4,171","5,185","6,059","5,800","7,623","9,163","9,048","9,991","15,469","11,886","10,999"
Cash from Investing Activity +,138,-282,"-1,173","-1,063",-438,"1,791","-1,228","-1,728","-1,484","-5,324","6,473","-3,676"
Cash from Financing Activity +,"-3,462","-3,864","-4,214","-4,975","-5,390","-6,819","-9,309","-8,015","-8,953","-10,034","-13,101","-10,810"
Net Cash Flow,-33,25,-202,21,-28,"2,595","-1,374",-695,-446,111,"5,258","-3,487"
Free Cash Flow,"3,246","3,460","4,248","5,196","5,046","6,813","5,097","7,995","8,980","14,012","10,624","9,667"
CFO/OP,95%,100%,111%,111%,96%,103%,100%,92%,93%,108%,96%,105%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,12,14,12,13,17,11,14,16,19,18,23,19
Inventory Days,77,75,67,65,59,65,66,65,55,55,61,61
Days Payable,148,156,164,185,166,176,163,145,123,143,156,169
Cash Conversion Cycle,-60,-67,-85,-107,-90,-101,-83,-64,-50,-70,-72,-89
Working Capital Days,-53,-26,-35,-37,-30,-31,-32,-22,-15,-22,-34,-23
ROCE %,139%,112%,91%,103%,116%,117%,39%,25%,27%,27%,28%,28%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,61.90%,61.90%,61.90%,61.90%,61.90%,61.90%,61.90%,61.90%,61.90%,61.90%,61.90%,61.90%
FIIs +,14.48%,13.90%,13.65%,12.67%,11.87%,12.17%,11.43%,10.62%,10.18%,10.79%,10.71%,10.10%
DIIs +,11.47%,11.90%,12.31%,13.21%,14.09%,14.13%,14.67%,15.48%,15.99%,15.62%,15.68%,16.33%
Government +,0.04%,0.04%,0.04%,0.04%,0.05%,0.05%,0.06%,0.07%,0.07%,0.07%,0.07%,0.07%
Public +,12.09%,12.26%,12.11%,12.19%,12.11%,11.75%,11.94%,11.93%,11.86%,11.62%,11.64%,11.60%
No. of Shareholders,"10,96,270","11,76,411","11,32,965","12,05,416","12,10,989","11,05,254","12,18,001","12,33,438","11,67,945","10,95,447","11,12,713","11,06,831"

--- CAGR BOXES ---




