Other Liabilities +,"50,827","54,290","64,181","75,337","84,934","92,791","115,554","131,987","146,729","188,154","223,269","250,669"
Total Liabilities,"88,228","103,951","128,614","161,514","208,428","251,304","279,845","333,413","405,401","537,415","651,519","758,498"
Fixed Assets +,"1,261","1,274","1,645","1,792","2,097","3,216","3,182","3,586","4,336","5,455","6,297","6,800"
CWIP,3,11,4,28,66,45,129,113,191,220,314,250
Investments,"51,367","53,698","62,658","69,428","81,679","91,821","113,654","119,222","136,176","170,127","190,130","194,414"
Other Assets +,"35,598","48,969","64,306","90,266","124,587","156,223","162,879","210,493","264,698","361,613","454,778","557,034"
Total Assets,"88,228","103,951","128,614","161,514","208,428","251,304","279,845","333,413","405,401","537,415","651,519","758,498"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,"-10,731","-9,795","-10,922","-19,580","-27,076","-23,369","4,547","-33,670","-39,480","-65,502","-62,113","-55,301"
Cash from Investing Activity +,"3,709",-886,151,-922,"-6,903","-9,948","-3,684","1,445","-13,945","-14,132","-7,987","-12,635"
Cash from Financing Activity +,"6,839","11,602","12,513","19,590","34,535","34,479","1,687","32,326","51,016","82,709","70,191","66,610"
Net Cash Flow,-183,921,"1,742",-911,555,"1,162","2,551",101,"-2,409","3,075",92,"-1,326"
Free Cash Flow,"-10,731","-9,795","-10,922","-19,883","-27,646","-24,239","4,096","-34,420","-40,603","-66,811","-63,829","-56,619"
CFO/OP,-195%,-145%,-125%,-162%,-161%,-113%,34%,-142%,-117%,-146%,-111%,-84%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,17,12,19,19,19,18,17,16,15,20,23,23
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,17,12,19,19,19,18,17,16,15,20,23,23
Working Capital Days,-741,-341,-301,-750,-644,-417,-490,-493,-444,-406,-374,-351
ROCE %,15%,14%,14%,13%,13%,11%,10%,10%,11%,12%,11%,11%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,60.79%,60.69%,60.69%,60.69%,60.64%,60.64%,60.64%,60.64%,58.81%,58.81%,58.81%,58.72%
FIIs +,7.17%,7.66%,7.91%,8.42%,8.39%,8.24%,7.40%,7.53%,8.40%,8.11%,8.06%,7.23%
DIIs +,7.30%,7.09%,7.48%,7.33%,7.60%,8.13%,8.91%,8.99%,10.09%,10.49%,10.74%,11.76%
Public +,24.66%,24.31%,23.70%,23.38%,23.18%,22.84%,22.93%,22.71%,22.60%,22.52%,22.37%,22.16%
Others +,0.10%,0.25%,0.21%,0.18%,0.19%,0.14%,0.12%,0.10%,0.10%,0.07%,0.02%,0.13%
No. of Shareholders,"6,91,234","6,60,295","5,85,220","5,67,041","7,08,432","8,07,360","7,77,680","7,08,845","6,83,279","6,39,624","6,17,071","6,01,457"

--- CAGR BOXES ---
Compounded Sales Growth
10 Years:,22%
5 Years:,20%
3 Years:,22%
TTM:,12%

Compounded Profit Growth
10 Years:,18%
5 Years:,17%
3 Years:,16%
TTM:,12%

Stock Price CAGR
10 Years:,24%
5 Years:,8%
3 Years:,5%
1 Year:,-11%

Return on Equity
10 Years:,14%
5 Years:,14%
3 Years:,14%
Last Year:,13%

