Reserves,"8,030","8,233","8,625","9,168","10,344","11,356","12,511","14,121","13,950","16,142","18,367","20,363"
Borrowings +,0,0,0,0,0,0,102,126,153,355,430,429
Other Liabilities +,"4,464","4,379","4,581","5,490","5,524","5,592","5,399","6,604","6,252","6,701","6,428","6,546"
Total Liabilities,"12,682","12,800","13,394","14,846","16,056","17,136","18,200","21,039","20,544","23,386","25,413","27,525"
Fixed Assets +,"5,666","5,331","7,568","7,280","7,088","7,027","6,694","6,750","7,512","10,025","10,829","11,256"
CWIP,"1,956","2,396",261,269,398,446,548,"1,216","1,684",986,"2,061","2,227"
Investments,"1,385","1,314",117,95,104,116,129,150,163,811,"1,509",55
Other Assets +,"3,675","3,759","5,448","7,202","8,466","9,547","10,828","12,923","11,185","11,564","11,013","13,987"
Total Assets,"12,682","12,800","13,394","14,846","16,056","17,136","18,200","21,039","20,544","23,386","25,413","27,525"

--- CASH FLOW ---
,Dec 2014,Dec 2015,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,Dec 2021,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,"1,352","1,457","1,390","1,554","1,118","2,255","2,219","2,835","-1,235","2,995","1,711","-1,364"
Cash from Investing Activity +,"-1,457",-904,-533,-379,-364,-321,-535,-988,"-4,637","-1,205","-1,262","1,273"
Cash from Financing Activity +,-837,-716,-430,-426,-380,-374,-327,-331,"-1,238",-443,"-1,002",-422
Net Cash Flow,-942,-164,426,750,374,"1,559","1,357","1,517","-7,110","1,347",-553,-513
Free Cash Flow,-251,337,889,"1,034",620,"1,760","1,471","1,682","-3,216","1,646",-242,"-2,393"
CFO/OP,104%,107%,114%,93%,80%,112%,124%,104%,-43%,104%,59%,-55%

--- RATIOS ---
,Dec 2014,Dec 2015,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,Dec 2021,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,13,15,18,18,21,15,12,10,14,15,19,54
Inventory Days,233,235,278,261,263,153,131,162,109,117,85,58
Days Payable,139,173,286,337,301,198,207,243,110,121,76,80
Cash Conversion Cycle,106,77,10,-58,-17,-30,-64,-70,13,12,28,32
Working Capital Days,-54,-53,-64,-51,-28,-42,-63,-71,36,18,6,71
ROCE %,15%,12%,11%,16%,16%,19%,16%,19%,9%,17%,17%,11%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,56.69%,56.69%,56.69%,56.69%,56.69%,56.69%,56.69%,56.69%,56.69%,56.69%,56.69%,56.69%
FIIs +,9.98%,7.10%,6.24%,6.17%,5.64%,5.50%,5.14%,4.83%,4.66%,5.04%,5.99%,5.93%
DIIs +,19.35%,22.79%,24.14%,24.64%,24.82%,24.42%,24.66%,24.92%,24.13%,22.55%,21.37%,21.62%
Government +,0.15%,0.15%,0.15%,0.15%,0.15%,0.15%,0.15%,0.15%,0.15%,0.15%,0.15%,0.15%
Public +,13.80%,13.26%,12.76%,12.33%,12.68%,13.22%,13.35%,13.41%,14.36%,15.55%,15.78%,15.60%
No. of Shareholders,"1,77,178","1,67,639","1,64,547","1,49,893","1,68,397","1,86,393","1,94,430","2,04,209","2,19,069","2,29,364","2,37,736","2,35,988"

--- CAGR BOXES ---




