Other Assets +,"2,301","2,118","2,547","9,362","12,145","14,085","16,135","19,788","27,566","33,977","37,294","44,181"
Total Assets,"4,570","5,146","6,128","13,190","16,696","19,272","21,865","26,919","35,025","42,024","47,651","56,501"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,83,936,689,354,-918,373,"1,151","-1,575","-4,405","-1,253","3,503","1,867"
Cash from Investing Activity +,-415,-605,-709,"-1,095","-1,104","-1,090",-882,"-1,471","-1,308","-1,481","-2,899","-2,964"
Cash from Financing Activity +,261,-319,-59,897,"2,210","1,619",264,"2,918","6,118","3,239","1,155",909
Net Cash Flow,-71,12,-79,156,188,902,532,-128,406,505,"1,759",-189
Free Cash Flow,-261,424,65,-727,"-2,048",-617,227,"-2,531","-5,724","-2,363","1,044","-1,280"
CFO/OP,40%,134%,95%,43%,-28%,27%,63%,-44%,-94%,-5%,71%,42%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,15,16,21,24,28,28,19,18,14,17,14,17
Inventory Days,51,40,47,34,34,35,39,37,34,34,33,26
Days Payable,76,74,80,86,83,94,121,105,89,100,103,103
Cash Conversion Cycle,-11,-18,-12,-28,-21,-31,-63,-50,-41,-49,-56,-60
Working Capital Days,-11,-20,-24,-37,-1,-27,-38,-40,-49,-20,-17,-36
ROCE %,21%,22%,22%,19%,16%,13%,11%,11%,13%,15%,15%,17%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,50.27%,50.27%,50.27%,50.27%,50.27%,50.27%,50.27%,50.27%,50.27%,50.27%,50.27%,50.27%
FIIs +,18.13%,18.51%,19.27%,20.83%,21.05%,22.33%,21.20%,21.48%,22.42%,22.90%,23.09%,22.56%
DIIs +,23.41%,23.10%,21.79%,20.26%,20.13%,19.02%,19.99%,19.73%,18.80%,18.34%,18.28%,18.84%
Public +,8.19%,8.12%,8.68%,8.64%,8.56%,8.33%,8.45%,8.45%,8.40%,8.46%,8.33%,8.30%
Others +,0.00%,0.00%,0.00%,0.00%,0.00%,0.07%,0.07%,0.07%,0.10%,0.04%,0.03%,0.03%
No. of Shareholders,"1,98,002","2,02,558","2,42,094","2,60,618","2,69,776","2,69,030","2,92,489","3,01,308","2,99,644","3,09,383","3,20,848","3,24,891"

--- CAGR BOXES ---




