Fixed Assets +,"70,108","67,231","76,756","80,279","96,397","88,904","90,470","93,466","95,744","98,963","99,905","30,769"
CWIP,"38,748","38,461","27,557","32,055","24,959","18,585","16,314","15,879","19,529","22,889","33,896","10,310"
Investments,"39,606","53,386","46,962","28,700","33,065","24,753","16,660","17,291","13,150","11,869","14,532","15,418"
Other Assets +,"41,819","32,903","45,671","39,333","44,147","48,495","60,052","67,311","61,032","54,397","51,607","176,740"
Total Assets,"190,281","191,980","196,946","180,367","198,568","180,737","183,496","193,947","189,455","188,118","199,940","233,237"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,"17,805","20,377","18,083","17,366","23,754","19,300","23,980","34,963","33,065","35,654","39,562","39,499"
Cash from Investing Activity +,"-4,133","-7,868","2,681","15,480","-10,594","-5,925","-6,678","-2,243",-668,"-13,676","-19,158","-24,338"
Cash from Financing Activity +,"-13,956","-11,303","-12,425","-39,255","-10,242","-15,547","-17,565","-28,903","-34,142","-26,092","-19,223","-13,549"
Net Cash Flow,-284,"1,206","8,339","-6,409","2,918","-2,172",-263,"3,817","-1,745","-4,114","1,181","1,612"
Free Cash Flow,"7,231","14,965","12,648","10,070","14,937","11,631","17,262","24,658","19,411","19,097","22,848","18,747"
CFO/OP,96%,-124%,109%,83%,114%,99%,96%,91%,114%,109%,101%,205%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,18,14,11,16,16,12,14,14,10,9,9,6
Inventory Days,129,132,161,135,184,184,153,147,124,107,108,66
Days Payable,78,267,308,202,242,275,245,221,91,83,76,88
Cash Conversion Cycle,69,-120,-136,-51,-42,-80,-77,-61,43,33,41,-16
Working Capital Days,-121,-219,-338,-182,-212,-186,-150,-82,-120,-107,-102,193
ROCE %,9%,-14%,11%,15%,14%,10%,17%,28%,20%,21%,25%,16%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,68.11%,63.71%,63.71%,61.95%,59.31%,56.38%,56.38%,56.38%,56.38%,56.38%,56.38%,56.38%
FIIs +,7.48%,7.82%,7.74%,8.77%,10.23%,11.45%,12.02%,11.15%,10.60%,11.08%,12.15%,13.93%
DIIs +,9.98%,10.59%,11.19%,13.15%,14.78%,16.29%,15.49%,16.38%,16.47%,16.25%,15.31%,13.43%
Government +,0.07%,0.07%,0.07%,0.07%,0.07%,0.07%,0.07%,0.07%,0.06%,0.06%,0.06%,0.06%
Public +,14.29%,17.74%,17.23%,15.86%,15.41%,15.64%,15.92%,15.89%,16.35%,16.09%,16.05%,16.05%
Others +,0.08%,0.08%,0.06%,0.18%,0.18%,0.16%,0.11%,0.13%,0.13%,0.13%,0.06%,0.14%
No. of Shareholders,"15,65,264","19,42,800","19,09,460","17,85,798","17,92,821","18,66,939","19,99,975","20,46,988","20,87,745","20,74,956","20,31,537","21,10,601"

--- CAGR BOXES ---




