Total Assets,"3,719","3,604","3,680","4,064","4,242","4,442","4,125","4,137","4,395","5,045","5,831","6,556"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,321,231,243,272,282,317,-139,-19,614,712,825,993
Cash from Investing Activity +,-154,-58,-269,-318,-232,-163,-53,23,-300,-546,-424,"-1,057"
Cash from Financing Activity +,-151,-193,-4,45,-19,-184,170,20,-299,-167,-113,-141
Net Cash Flow,16,-20,-30,-1,31,-31,-23,25,16,-1,289,-205
Free Cash Flow,178,164,-13,-37,125,147,-210,13,477,494,346,302
CFO/OP,115%,93%,113%,112%,91%,115%,36%,45%,111%,95%,99%,121%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,49,44,43,51,50,47,58,43,41,29,32,32
Inventory Days,80,77,81,83,89,112,256,134,121,99,88,84
Days Payable,278,247,282,312,343,380,893,453,577,422,410,411
Cash Conversion Cycle,-149,-125,-157,-178,-204,-222,-579,-277,-416,-294,-290,-295
Working Capital Days,-49,-39,-14,-50,-55,-55,-160,-99,-29,-31,-23,5
ROCE %,6%,9%,7%,9%,10%,6%,-11%,-3%,16%,24%,23%,21%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,32.85%,32.85%,32.85%,32.85%,32.85%,32.85%,32.85%,32.85%,32.85%,32.85%,32.85%,32.85%
FIIs +,4.03%,4.38%,3.71%,5.25%,5.39%,4.56%,5.33%,6.08%,5.92%,5.93%,6.16%,6.62%
DIIs +,13.74%,13.78%,14.16%,13.77%,13.67%,14.61%,13.86%,13.64%,13.78%,14.17%,14.13%,13.88%
Government +,0.02%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Public +,49.36%,49.00%,49.29%,48.13%,48.08%,47.99%,47.95%,47.44%,47.46%,47.04%,46.86%,46.65%
No. of Shareholders,"88,027","1,04,371","1,09,919","1,20,423","1,37,925","1,29,815","1,27,395","1,25,829","1,28,188","1,23,950","1,20,098","1,20,134"

--- CAGR BOXES ---




