Borrowing,"150,979","169,212","167,852","204,367","244,249","286,289","329,723","333,043","380,790","445,568","496,243","514,725"
Other Liabilities +,"7,404","8,840","8,723","5,416","19,659","25,345","27,380","26,503","26,592","33,273","39,883","40,378"
Total Liabilities,"183,456","206,945","210,245","242,370","298,454","347,030","400,867","410,860","465,503","548,191","614,502","640,158"
Fixed Assets +,110,254,355,132,165,166,267,628,641,632,629,616
CWIP,10,78,166,129,199,288,336,6,3,24,76,128
Investments,"1,596","2,352","2,617","2,948","2,463","2,386","1,981","2,190","3,170","5,352","6,674","9,831"
Other Assets +,"181,740","204,261","207,108","239,162","295,627","344,190","398,282","408,035","461,689","542,184","607,123","629,583"
Total Assets,"183,456","206,945","210,245","242,370","298,454","347,030","400,867","410,860","465,503","548,191","614,502","640,158"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,"-23,898","-13,278","6,805","-32,510","-35,866","-32,712","-43,512",-819,"-37,360","-57,723","-39,064","5,972"
Cash from Investing Activity +,151,-756,-101,46,457,121,861,-287,-943,"-1,831","-1,302","-3,308"
Cash from Financing Activity +,"23,098","15,291","-3,947","28,244","35,543","33,926","42,113",68,"38,123","59,588","40,034","-2,375"
Net Cash Flow,-649,"1,257","2,757","-4,220",134,"1,336",-538,"-1,038",-180,34,-333,289
Free Cash Flow,"-23,943","-13,537","6,601","-32,584","-35,957","-32,812","-43,586",-867,"-37,377","-57,756","-39,147","5,896"
CFO/OP,-111%,-48%,42%,-157%,-143%,-119%,-126%,7%,-92%,-114%,-64%,17%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
ROE %,23%,21%,20%,13%,17%,14%,21%,21%,20%,22%,22%,20%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,52.63%,52.63%,52.63%,52.63%,52.63%,52.63%,52.63%,52.63%,52.63%,52.63%,52.63%,52.63%
FIIs +,21.90%,20.36%,20.60%,19.91%,20.43%,21.22%,21.74%,20.48%,19.16%,17.97%,16.46%,15.79%
DIIs +,12.02%,14.10%,14.16%,15.44%,14.68%,14.25%,13.91%,14.79%,15.51%,15.86%,16.21%,16.36%
Government +,0.04%,0.04%,0.04%,0.05%,0.05%,0.05%,0.05%,0.05%,0.05%,0.05%,0.05%,0.05%
Public +,13.41%,12.87%,12.55%,11.96%,12.21%,11.84%,11.67%,12.05%,12.65%,13.48%,14.64%,15.17%
No. of Shareholders,"5,71,815","6,21,578","6,89,192","7,70,808","10,33,684","10,40,888","10,41,317","10,82,798","11,26,511","11,54,542","11,79,931","12,08,647"

--- CAGR BOXES ---




