DIIs +,9.87%,9.33%,9.34%,9.32%,9.33%,9.36%,9.41%,9.42%,6.85%,8.85%,8.84%,8.61%
Government +,0.00%,0.06%,0.07%,0.08%,0.06%,0.06%,0.06%,0.06%,0.07%,0.07%,0.07%,0.07%
Public +,58.23%,59.33%,58.87%,58.73%,59.02%,58.79%,59.68%,59.52%,61.13%,61.35%,61.14%,60.69%
Others +,0.30%,0.28%,0.28%,0.28%,0.28%,0.28%,0.28%,0.09%,0.06%,0.06%,0.06%,0.06%
No. of Shareholders,"1,91,934","1,91,832","1,90,810","2,00,188","1,90,376","1,98,321","1,92,969","1,94,224","1,95,944","1,97,336","1,96,120","1,93,943"

--- CAGR BOXES ---




