Free Cash Flow,"1,009","2,065",926,713,"2,248","2,412","2,323","1,238","4,009","1,908","1,327","2,004"
CFO/OP,88%,111%,110%,88%,106%,149%,107%,94%,108%,83%,78%,109%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,100,97,98,104,94,105,95,113,107,105,101,110
Inventory Days,248,248,282,263,273,230,273,250,232,283,260,228
Days Payable,84,88,104,121,111,100,109,111,108,116,97,91
Cash Conversion Cycle,264,257,275,246,256,235,259,252,231,271,264,247
Working Capital Days,26,34,-14,39,65,59,57,61,84,118,69,109
ROCE %,22%,19%,9%,8%,13%,11%,16%,14%,27%,27%,23%,14%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,26.69%,26.66%,26.65%,26.65%,26.65%,26.64%,26.64%,26.64%,26.64%,26.64%,26.64%,26.63%
FIIs +,26.99%,28.19%,28.62%,29.13%,27.68%,27.53%,26.85%,25.75%,25.33%,24.69%,22.34%,21.14%
DIIs +,21.99%,21.04%,18.65%,18.31%,20.72%,21.48%,22.89%,25.63%,26.73%,27.99%,30.44%,30.72%
Public +,24.11%,23.93%,25.89%,25.73%,24.78%,24.20%,23.46%,21.69%,21.04%,20.45%,20.33%,21.27%
Others +,0.21%,0.18%,0.18%,0.17%,0.17%,0.16%,0.16%,0.29%,0.26%,0.25%,0.25%,0.24%
No. of Shareholders,"2,46,769","2,43,445","2,57,794","2,55,500","2,67,694","3,10,403","4,03,669","4,59,605","4,51,929","4,49,216","4,55,243","4,49,665"

--- CAGR BOXES ---




