Borrowings +,165,80,"1,022",905,"4,116","5,927",53,49,52,50,51,11
Other Liabilities +,"47,370","45,420","38,163","38,047","35,298","35,027","37,619","40,892","45,652","51,723","73,665","91,362"
Total Liabilities,"64,339","56,532","51,744","48,463","51,496","54,203","53,096","60,254","69,276","80,911","108,698","132,415"
Fixed Assets +,"7,366","6,925","7,350","7,566","7,459","7,357","7,166","6,766","6,834","6,737","6,671","9,581"
CWIP,235,"1,025","1,389","1,462","1,502","2,043","1,950","2,473","1,885","2,493","3,098","1,026"
Investments,570,916,994,"1,010",910,991,"1,121","1,363","1,458","1,591","1,754","1,914"
Other Assets +,"56,168","47,666","42,011","38,425","41,625","43,812","42,860","49,653","59,099","70,089","97,176","119,894"
Total Assets,"64,339","56,532","51,744","48,463","51,496","54,203","53,096","60,254","69,276","80,911","108,698","132,415"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,,,-404,-748,"-7,700","1,527","15,117","10,033","8,830","8,223","13,643","10,906"
Cash from Investing Activity +,,,"3,012",597,"5,294","-1,339","-1,180","-12,760","-5,728","-6,410","-10,771","-8,337"
Cash from Financing Activity +,,,-164,"-2,540","2,326",64,"-7,070","-1,349","-1,731","-1,999","-2,579","-3,350"
Net Cash Flow,,,"2,443","-2,691",-80,252,"6,867","-4,076","1,370",-186,294,-781
Free Cash Flow,,,"-1,907","-2,000","-9,094",148,"13,910","8,535","7,054","6,476","11,890","8,438"
CFO/OP,,,20%,22%,-145%,68%,299%,205%,173%,105%,179%,142%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,144,105,86,133,227,191,90,69,64,55,55,45
Inventory Days,"1,104","1,016",879,870,881,815,602,607,527,544,736,780
Days Payable,103,91,64,72,113,163,75,96,116,116,156,112
Cash Conversion Cycle,"1,145","1,030",900,931,995,843,617,580,475,484,634,713
Working Capital Days,39,-5,74,101,221,185,145,111,38,37,121,279
ROCE %,,23%,29%,27%,29%,24%,26%,30%,31%,39%,34%,32%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,71.64%,71.64%,71.64%,71.64%,71.64%,71.64%,71.64%,71.64%,71.64%,71.64%,71.64%,71.64%
FIIs +,11.90%,12.63%,12.93%,12.42%,11.68%,11.85%,12.26%,12.08%,11.90%,12.00%,10.86%,10.21%
DIIs +,10.64%,9.72%,9.13%,9.58%,8.81%,8.37%,8.13%,8.26%,8.67%,8.64%,9.68%,10.43%
Government +,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%,0.04%,0.05%,0.07%,0.07%,0.07%
Public +,5.81%,6.02%,6.28%,6.36%,7.86%,8.13%,7.95%,7.97%,7.72%,7.64%,7.77%,7.66%
No. of Shareholders,"4,20,694","4,91,969","6,19,151","7,14,091","11,16,204","12,72,495","12,75,632","13,52,377","13,02,820","12,77,749","12,64,058","12,91,771"

--- CAGR BOXES ---




