Reserves,"2,853","4,134",-857,"-2,968","3,855","2,624","9,256","14,600","26,019","39,042","52,490","61,080"
Borrowings +,"44,742","52,729","52,484","52,835","46,980","55,199","52,411","49,145","42,350","34,862","39,495","54,670"
Other Liabilities +,"8,008","15,597","16,027","15,804","13,293","13,346","13,012","14,379","13,596","14,248","17,076","21,861"
Total Liabilities,"58,474","75,794","71,511","69,528","67,985","75,025","78,535","81,981","85,821","92,009","112,918","141,469"
Fixed Assets +,"45,080","56,941","54,391","52,137","50,419","55,846","52,851","53,274","51,451","63,016","69,297","69,401"
CWIP,191,88,125,120,350,"2,347","6,439","10,270","12,880",925,"12,104","35,053"
Investments,357,0,164,0,3,3,20,183,654,374,"1,097","1,516"
Other Assets +,"12,846","18,765","16,831","17,271","17,213","16,830","19,225","18,254","20,836","27,694","30,418","35,498"
Total Assets,"58,474","75,794","71,511","69,528","67,985","75,025","78,535","81,981","85,821","92,009","112,918","141,469"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,"5,824","5,257","4,725","5,101","5,610","5,598","7,014","10,233","8,431","14,170","21,501","20,514"
Cash from Investing Activity +,"-4,737","-2,692","-1,212",-520,-984,"-2,304","-2,188",774,"1,545","3,481","-17,142","-26,461"
Cash from Financing Activity +,"-1,144","-2,713","-3,539","-4,600","-4,663","-2,377","-5,655","-10,338","-10,408","-16,864","-5,175","6,555"
Net Cash Flow,-58,-148,-26,-19,-37,917,-828,669,-433,787,-816,608
Free Cash Flow,"3,098","3,289","3,881","4,174","4,651","3,378","3,407","6,799","5,188","11,568","9,957","-2,817"
CFO/OP,125%,60%,79%,94%,113%,99%,81%,106%,84%,78%,100%,103%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,68,179,124,109,131,115,159,126,109,85,85,79
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,68,179,124,109,131,115,159,126,109,85,85,79
Working Capital Days,-161,-154,-208,-269,-90,-77,-38,-46,-6,16,18,-0
ROCE %,7%,11%,6%,6%,9%,7%,12%,16%,16%,32%,23%,17%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,74.97%,70.02%,71.75%,71.75%,72.71%,74.96%,74.96%,74.96%,74.96%,74.96%,74.96%,74.96%
FIIs +,11.95%,17.51%,15.86%,15.91%,14.73%,12.66%,12.34%,12.36%,12.46%,11.53%,11.64%,11.73%
DIIs +,0.04%,0.76%,1.18%,1.41%,1.42%,1.52%,1.60%,1.64%,1.76%,2.70%,3.41%,3.69%
Public +,13.04%,11.72%,11.20%,10.93%,11.14%,10.84%,11.09%,11.03%,10.82%,10.82%,9.99%,9.63%
No. of Shareholders,"16,70,036","15,03,347","14,60,767","14,26,249","17,90,384","17,42,783","18,85,684","18,91,234","18,14,142","20,12,647","21,47,981","20,87,011"

--- CAGR BOXES ---




