Other Liabilities +,575,"1,032","1,078","1,225","1,025",977,"1,289","1,554","1,469","1,663","1,788","1,977"
Total Liabilities,"5,218","5,708","5,519","5,401","5,421","5,593","7,152","8,624","8,519","9,108","9,695","9,461"
Fixed Assets +,"1,154","1,780","1,707","1,678","1,633","1,703","2,633","2,763","2,731","2,928","3,102","3,212"
CWIP,"1,286","1,278","1,210","1,202","1,237","1,166","1,337","1,208","1,302","1,229","1,249","1,186"
Investments,766,786,590,637,684,747,202,457,161,204,145,578
Other Assets +,"2,012","1,863","2,013","1,884","1,868","1,977","2,980","4,196","4,324","4,747","5,200","4,486"
Total Assets,"5,218","5,708","5,519","5,401","5,421","5,593","7,152","8,624","8,519","9,108","9,695","9,461"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,443,533,421,450,-46,225,444,-279,452,806,480,"1,147"
Cash from Investing Activity +,-216,71,72,-69,33,-20,129,-329,168,-37,-138,-136
Cash from Financing Activity +,-236,-592,-332,-574,-5,-220,-419,609,-604,-720,-454,-900
Net Cash Flow,-8,12,162,-193,-18,-16,154,1,17,49,-112,110
Free Cash Flow,348,495,529,421,-103,166,312,-458,268,565,206,"1,041"
CFO/OP,147%,186%,156%,180%,-7%,60%,112%,-24%,78%,86%,67%,337%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,78,89,81,85,82,83,81,65,53,67,74,66
Inventory Days,212,225,249,219,228,278,279,331,208,221,249,276
Days Payable,90,121,109,121,94,120,102,93,54,53,56,63
Cash Conversion Cycle,200,192,220,182,217,242,258,303,207,234,267,278
Working Capital Days,-10,11,27,5,26,24,31,33,43,55,79,125
ROCE %,6%,5%,6%,6%,9%,8%,8%,10%,10%,16%,13%,5%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,44.08%,44.08%,44.08%,46.22%,46.22%,46.22%,46.22%,46.22%,46.22%,46.22%,46.22%,50.14%
FIIs +,14.93%,15.33%,18.18%,19.70%,21.16%,19.73%,19.91%,20.06%,20.27%,19.26%,19.38%,15.73%
DIIs +,1.68%,0.88%,0.43%,0.36%,0.44%,1.98%,0.62%,0.63%,0.21%,0.25%,0.24%,0.23%
Government +,0.24%,0.24%,0.24%,0.23%,0.23%,0.23%,0.23%,0.23%,0.23%,0.23%,0.23%,0.23%
Public +,39.06%,39.47%,37.07%,33.47%,31.95%,31.84%,33.03%,32.87%,33.08%,34.07%,33.94%,33.67%
No. of Shareholders,"92,955","1,04,970","1,08,315","1,21,615","1,33,861","1,53,243","1,67,935","1,73,496","1,82,189","1,86,256","1,82,243","1,76,913"

--- CAGR BOXES ---
Compounded Sales Growth
10 Years:,10%
5 Years:,11%
3 Years:,-7%
TTM:,-19%

Compounded Profit Growth
10 Years:,30%
5 Years:,-2%
3 Years:,-16%
TTM:,-74%

Stock Price CAGR
10 Years:,16%
5 Years:,17%
3 Years:,13%
1 Year:,-33%

Return on Equity
10 Years:,8%
5 Years:,10%
3 Years:,10%
Last Year:,3%

