Borrowings +,"4,823","5,144","3,923","4,470","5,125","4,347","1,229","1,259","1,618","1,740","2,704","3,528"
Other Liabilities +,"5,849","6,600","6,691","7,088","7,649","7,069","7,444","9,358","11,076","12,688","13,731","16,960"
Total Liabilities,"12,899","14,131","13,364","14,528","15,901","14,936","13,257","15,943","18,778","21,487","24,371","29,254"
Fixed Assets +,"3,476","3,343","3,297","3,197","3,077","3,858","3,583","3,763","3,889","4,896","6,148","8,292"
CWIP,75,77,39,54,203,85,206,160,486,520,422,304
Investments,369,688,569,430,418,413,453,563,609,"1,275","1,453","2,477"
Other Assets +,"8,979","10,022","9,459","10,847","12,203","10,579","9,014","11,456","13,794","14,796","16,348","18,181"
Total Assets,"12,899","14,131","13,364","14,528","15,901","14,936","13,257","15,943","18,778","21,487","24,371","29,254"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,222,437,"1,969",259,-52,"1,986","4,771","2,278",359,"1,974","1,936","1,542"
Cash from Investing Activity +,-307,-192,-148,13,-357,-282,-548,"-1,732",487,"-1,740","-2,783",-174
Cash from Financing Activity +,-142,-221,"-1,842",42,34,"-1,769","-3,598",-499,-184,-497,74,-551
Net Cash Flow,-227,23,-21,314,-375,-65,625,47,661,-263,-772,817
Free Cash Flow,35,233,"1,839",82,-396,"1,628","4,455","1,845",-370,"1,051","1,323",5
CFO/OP,36%,73%,160%,48%,24%,126%,252%,117%,33%,101%,102%,67%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,45,49,47,43,46,45,17,9,8,23,20,22
Inventory Days,138,124,127,134,175,131,112,111,81,112,101,107
Days Payable,141,145,170,174,172,141,124,114,84,121,113,116
Cash Conversion Cycle,42,27,4,3,49,35,6,6,5,14,8,13
Working Capital Days,-1,2,15,4,17,36,45,29,27,27,14,40
ROCE %,11%,9%,16%,16%,14%,18%,21%,26%,27%,20%,17%,18%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,44.52%,44.52%,42.24%,42.24%,42.24%,42.23%,41.70%,41.62%,41.55%,41.49%,41.45%,41.45%
FIIs +,10.40%,9.03%,8.71%,8.85%,10.22%,10.66%,12.64%,12.17%,12.66%,12.77%,12.61%,12.20%
DIIs +,4.76%,4.52%,4.92%,11.88%,12.45%,13.29%,13.29%,13.83%,14.46%,15.57%,16.28%,16.75%
Public +,40.32%,41.94%,44.12%,37.04%,35.09%,33.83%,32.38%,32.38%,31.32%,30.17%,29.66%,29.59%
No. of Shareholders,"88,142","1,07,640","1,08,246","1,07,011","1,18,928","1,26,722","1,26,023","1,25,719","1,18,705","1,19,631","1,13,020","1,12,287"

--- CAGR BOXES ---




