DIIs +,8.34%,8.85%,9.27%,9.40%,12.42%,12.60%,12.88%,15.79%,17.62%,18.22%,19.20%,21.37%
Government +,0.29%,0.29%,0.29%,0.29%,0.29%,0.29%,0.29%,0.29%,0.29%,0.27%,0.01%,0.01%
Public +,12.65%,11.48%,10.12%,9.24%,6.95%,6.02%,5.82%,5.84%,6.22%,6.07%,6.94%,7.88%
Others +,0.44%,0.41%,0.37%,0.32%,0.30%,0.33%,0.28%,0.27%,0.39%,0.37%,0.35%,0.34%
No. of Shareholders,"1,74,444","1,60,679","1,49,901","1,46,741","1,31,189","1,16,606","1,16,236","1,15,699","1,18,656","1,12,703","1,16,167","1,14,527"

--- CAGR BOXES ---




