Borrowings +,0,0,0,0,0,0,0,0,0,0,0,0
Other Liabilities +,"42,726","44,780","49,473","51,094","56,426","55,707","66,914","70,691","72,359","79,150","80,776","75,713"
Total Liabilities,"62,961","64,407","70,157","75,734","80,553","77,252","92,470","96,496","98,223","107,446","109,771","110,349"
Fixed Assets +,302,350,399,560,561,558,547,563,564,471,533,526
CWIP,0,15,57,33,45,25,16,18,14,20,6,0
Investments,"45,365","44,972","51,907","56,024","59,801","52,029","67,025","71,319","74,360","82,069","80,942","78,166"
Other Assets +,"17,293","19,069","17,795","19,117","20,147","24,640","24,883","24,597","23,285","24,886","28,290","31,657"
Total Assets,"62,961","64,407","70,157","75,734","80,553","77,252","92,470","96,496","98,223","107,446","109,771","110,349"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,847,"-1,605",-124,425,"-1,334",-967,777,"-4,052","-5,855","-4,672","-3,390","-4,532"
Cash from Investing Activity +,"-1,345",741,"1,340",-494,"2,337","2,825",-334,"4,900","5,701","7,203","4,966","1,835"
Cash from Financing Activity +,-208,-366,-307,"1,125",-476,-300,77,-6,-65,-326,-343,-297
Net Cash Flow,-706,"-1,229",910,"1,056",527,"1,558",520,842,-219,"2,206","1,234","-2,994"
Free Cash Flow,795,"-1,683",-277,208,"-1,436","-1,033",728,"-4,148","-5,928","-4,723","-3,496","-4,597"
CFO/OP,-23%,54%,27%,-9%,310%,66%,57%,"-2,381%",-430%,-341%,-388%,"-1,364%"

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,0,0,0,0,0,0,0,0,0,0,0,0
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,0,0,0,0,0,0,0,0,0,0,0,0
Working Capital Days,-549,-533,-447,-506,-421,-486,-471,-469,-436,-439,-468,-440
ROCE %,1%,-2%,3%,2%,-1%,7%,9%,1%,-2%,5%,4%,4%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,85.44%,85.44%,85.44%,85.44%,85.44%,85.44%,85.44%,85.44%,85.44%,85.44%,85.44%,85.44%
FIIs +,0.66%,0.69%,0.77%,0.81%,0.80%,0.86%,0.84%,0.91%,1.01%,1.01%,1.00%,1.01%
DIIs +,11.93%,11.93%,11.71%,11.76%,11.64%,11.28%,11.18%,11.20%,11.18%,11.18%,11.15%,11.17%
Public +,1.97%,1.94%,2.09%,1.98%,2.12%,2.43%,2.55%,2.45%,2.37%,2.37%,2.40%,2.39%
No. of Shareholders,"1,29,691","1,27,031","1,26,366","1,41,734","1,50,983","1,56,767","1,62,803","1,62,144","1,58,078","1,61,809","1,58,818","1,55,586"

--- CAGR BOXES ---




