Fixed Assets +,"91,191","115,094","137,678","156,198","172,740","181,112","183,726","191,773","185,437","177,761","172,320","176,623"
CWIP,"53,681","45,611","38,264","37,669","37,631","35,177","24,838","12,854","13,772","18,197","33,585","43,654"
Investments,220,919,"1,165","1,224","1,296","1,431","1,486","3,788","3,489","4,163","3,117","2,995"
Other Assets +,"15,693","17,688","18,555","30,264","35,713","38,951","45,659","42,536","49,527","50,708","56,998","71,455"
Total Assets,"160,784","179,312","195,662","225,354","247,380","256,671","255,708","250,950","252,225","250,829","266,019","294,727"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,"15,800","15,008","21,575","22,710","23,271","30,739","29,403","26,124","40,203","37,290","36,223","40,931"
Cash from Investing Activity +,"-24,185","-21,576","-23,836","-25,701","-18,727","-10,733","-9,244",753,"-7,138","-13,114","-23,533","-35,305"
Cash from Financing Activity +,"6,399","5,621","3,959","1,285","-2,431","-18,806","-20,521","-28,967","-30,450","-25,903","-12,357","-4,006"
Net Cash Flow,"-1,986",-948,"1,698","-1,707","2,113","1,199",-362,"-2,091","2,615","-1,728",333,"1,619"
Free Cash Flow,"-9,178","-6,671","-2,349","-3,470",820,"19,372","19,786","18,157","31,960","25,886","12,112","3,682"
CFO/OP,114%,90%,104%,96%,95%,101%,90%,83%,109%,104%,101%,126%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,46,48,44,44,49,49,79,81,119,92,63,91
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,46,48,44,44,49,49,79,81,119,92,63,91
Working Capital Days,-356,-306,-250,-220,-201,-274,-187,-241,-174,-134,-166,-227
ROCE %,8%,9%,10%,10%,9%,11%,12%,11%,13%,13%,13%,10%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,51.34%,51.34%,51.34%,51.34%,51.34%,51.34%,51.34%,51.34%,51.34%,51.34%,51.34%,51.34%
FIIs +,33.14%,32.01%,30.51%,29.82%,28.73%,28.26%,28.11%,26.79%,26.50%,25.66%,24.73%,25.02%
DIIs +,12.55%,13.21%,14.77%,15.26%,16.32%,16.89%,16.99%,18.30%,18.49%,19.33%,20.19%,20.05%
Government +,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,0.06%,0.07%,0.07%,0.07%,0.08%
Public +,2.95%,3.44%,3.37%,3.58%,3.61%,3.50%,3.50%,3.52%,3.61%,3.60%,3.67%,3.51%
No. of Shareholders,"7,83,265","9,31,366","9,61,585","11,00,850","13,17,077","13,29,741","13,51,252","13,83,986","13,88,417","13,72,725","13,74,801","13,35,909"

--- CAGR BOXES ---
Compounded Sales Growth
10 Years:,9%
5 Years:,3%
3 Years:,1%
TTM:,2%

Compounded Profit Growth
10 Years:,10%
5 Years:,4%
3 Years:,1%
TTM:,4%

Stock Price CAGR
10 Years:,13%
5 Years:,17%
3 Years:,15%
1 Year:,0%

Return on Equity
10 Years:,17%
5 Years:,18%
3 Years:,17%
Last Year:,16%

