--- ABOUT ---
"Incorporated in 1985, Shardul Securities Ltd is engaged in Investment and Finance activities including Broking activities [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
257,29.4,58.7 / 20.1,

Book Value,Dividend Yield,ROCE,ROE
75.2,0.00,-5.88,-7.22

Face Value
2.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,-4,30,30,59,54,140,40,-33,-85,94,-39,-13,5
Expenses +,1,1,3,2,4,3,4,5,4,5,5,4,81
Operating Profit,-6,29,27,57,49,137,36,-38,-89,89,-44,-17,-76
OPM %,,96%,91%,97%,92%,98%,89%,,,95%,,,"-1,663%"
Other Income +,-0,0,0,0,1,0,0,0,0,0,0,0,0
Interest,0,0,0,0,0,0,0,0,1,1,4,5,5
Depreciation,0,0,0,0,0,0,0,0,0,0,0,0,0
Profit before tax,-6,29,27,57,50,136,36,-38,-89,88,-48,-22,-82
Tax %,-17%,21%,34%,28%,68%,17%,19%,5%,-22%,20%,-20%,-21%,-22%
Net Profit +,-5,23,18,41,16,114,29,-40,-70,70,-38,-17,-64
EPS in Rs,-0.54,2.63,2.03,4.68,1.84,13.01,3.29,-4.56,-7.97,8.04,-4.40,-1.97,-7.29
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Total Assets,146,149,177,150,314,259,412,525,471,697,738,934

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,-38,5,31,-14,1,5,-10,8,-18,21,-36,-23
Cash from Investing Activity +,35,5,-22,5,2,-0,22,-22,18,-24,12,-209
Cash from Financing Activity +,-2,-3,11,-12,-1,-1,-0,-0,-0,10,13,236
Net Cash Flow,-5,7,20,-22,2,4,12,-14,-1,7,-11,4
Free Cash Flow,-38,5,31,-14,1,5,-10,8,-18,22,-37,-26
CFO/OP,-367%,144%,"1,491%",-318%,104%,-64%,-45%,72%,-514%,50%,-43%,35%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,24,835,224,56,12,13,0,3,0,0,1,1
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,24,835,224,56,12,13,0,3,0,0,1,1
Working Capital Days,"2,367","3,181",220,"1,514",88,109,185,62,208,3,97,86
ROCE %,8%,4%,1%,3%,1%,-3%,6%,3%,1%,29%,7%,-6%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,74.84%,74.84%,74.84%,74.84%,74.84%,74.84%,74.84%,74.84%,74.85%,74.85%,74.85%,74.85%
FIIs +,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.24%,0.30%,0.30%
Public +,25.16%,25.16%,25.18%,25.17%,25.16%,25.16%,25.16%,25.16%,25.15%,24.91%,24.86%,24.86%
No. of Shareholders,"5,879","5,887","5,901","6,274","6,120","6,507","6,589","7,793","7,671","7,405","7,245","6,813"

--- CAGR BOXES ---
Compounded Sales Growth
10 Years:,10%
5 Years:,-8%
3 Years:,6%
TTM:,-74%

Compounded Profit Growth
10 Years:,%
5 Years:,%
3 Years:,%
TTM:,-249%

Stock Price CAGR
10 Years:,15%
5 Years:,16%
3 Years:,16%
1 Year:,-36%

Return on Equity
10 Years:,3%
5 Years:,3%
3 Years:,4%
Last Year:,-7%

