Cash from Investing Activity +,-364,-175,"-1,114",-717,"-1,121",-521,"-1,826","-1,585",-841,"-1,103","-1,519","-1,211"
Cash from Financing Activity +,-327,-256,-160,-84,-169,-243,-297,-328,"-1,359",-316,-754,-699
Net Cash Flow,-27,223,-328,78,-133,597,-577,-15,31,113,-74,25
Free Cash Flow,449,422,675,409,476,398,663,561,"1,109",303,"1,035",588
CFO/OP,106%,108%,126%,107%,121%,111%,123%,120%,133%,85%,130%,126%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,23,25,19,18,14,10,19,25,23,27,17,21
Inventory Days,7,10,10,8,6,5,8,4,2,2,2,2
Days Payable,30,26,48,50,35,22,69,65,32,37,31,32
Cash Conversion Cycle,1,9,-19,-23,-15,-7,-41,-37,-6,-8,-12,-9
Working Capital Days,-36,-32,-62,-67,-75,-83,-144,-115,-79,-72,-80,-49
ROCE %,,29%,32%,32%,30%,31%,24%,27%,27%,28%,21%,18%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,45.00%,45.00%,45.00%,45.00%,45.00%,45.00%,45.00%,45.00%,45.00%,45.00%,45.00%,45.00%
FIIs +,21.94%,20.94%,17.91%,16.81%,16.16%,19.29%,14.32%,14.67%,16.82%,17.21%,17.00%,17.08%
DIIs +,20.17%,21.06%,22.74%,24.22%,25.10%,23.18%,26.12%,26.18%,23.99%,24.08%,24.17%,23.25%
Government +,5.18%,5.18%,5.00%,5.00%,5.00%,5.00%,5.00%,5.00%,5.00%,5.00%,5.00%,5.00%
Public +,7.72%,7.83%,9.36%,8.96%,8.74%,7.53%,9.55%,9.15%,9.19%,8.71%,8.83%,9.65%
No. of Shareholders,"2,72,065","2,70,687","3,16,340","2,96,569","2,90,378","2,60,867","3,44,909","3,52,161","3,59,666","3,44,539","3,45,205","3,65,478"

--- CAGR BOXES ---




