Borrowings +,269,84,46,36,13,277,271,249,306,303,285,"2,399"
Other Liabilities +,"13,948","8,888","9,440","11,695","12,585","11,760","13,143","14,491","16,370","16,944","17,688","18,886"
Total Liabilities,"45,952","51,651","55,898","64,241","71,739","77,311","73,761","77,196","85,831","91,754","88,003","93,792"
Fixed Assets +,"15,303","15,107","15,893","16,524","19,374","21,713","23,298","24,232","25,851","27,820","21,955","22,545"
CWIP,"2,700","2,560","3,730","5,508","4,136","3,256","4,011","3,226","3,003","2,861","1,091","1,499"
Investments,"6,943","11,748","17,581","22,053","25,043","28,663","24,871","24,841","29,415","31,114","34,720","38,128"
Other Assets +,"21,006","22,237","18,694","20,156","23,185","23,678","21,580","24,898","27,561","29,959","30,237","31,620"
Total Assets,"45,952","51,651","55,898","64,241","71,739","77,311","73,761","77,196","85,831","91,754","88,003","93,792"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,"9,843","9,799","10,627","13,169","12,583","14,690","12,527","15,776","18,878","17,179","17,627","18,464"
Cash from Investing Activity +,"-5,275","-3,921","-3,251","-7,114","-5,546","-6,174","5,740","-2,238","-5,732","1,563",-564,"-2,321"
Cash from Financing Activity +,"-4,661","-5,613","-7,301","-6,221","-6,869","-8,181","-18,634","-13,580","-13,006","-18,551","-17,037","-16,147"
Net Cash Flow,-93,266,75,-166,169,334,-367,-43,139,191,26,-4
Free Cash Flow,"6,552","7,459","7,556","10,371","9,442","12,276","10,693","13,767","16,184","13,724","15,524","16,332"
CFO/OP,100%,102%,104%,116%,99%,102%,99%,101%,98%,92%,93%,91%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,19,18,21,23,30,19,19,15,15,22,23,18
Inventory Days,212,244,185,173,165,187,189,150,148,191,178,209
Days Payable,50,63,60,80,74,76,78,61,59,65,55,63
Cash Conversion Cycle,181,199,145,115,122,129,129,104,105,148,146,164
Working Capital Days,-6,51,45,31,32,35,36,31,20,39,45,144
ROCE %,47%,40%,36%,34%,34%,32%,28%,33%,39%,36%,37%,39%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
FIIs +,43.62%,43.34%,43.26%,40.95%,40.47%,40.53%,40.17%,39.87%,37.98%,37.39%,36.11%,34.83%
DIIs +,41.92%,41.94%,41.98%,43.76%,44.02%,44.59%,44.91%,45.19%,46.91%,47.41%,48.90%,49.15%
Government +,0.04%,0.04%,0.04%,0.04%,0.04%,0.04%,0.04%,0.04%,0.04%,0.04%,0.04%,0.04%
Public +,14.41%,14.68%,14.71%,15.23%,15.47%,14.83%,14.88%,14.90%,15.07%,15.16%,14.95%,15.96%
No. of Shareholders,"30,13,793","32,74,360","33,35,815","36,48,537","37,56,541","35,68,560","37,10,169","36,47,886","36,48,989","36,66,407","36,08,157","40,41,653"

--- CAGR BOXES ---




