Cash Conversion Cycle,42,41,40,37,45,68,92,77,62,68,67,71
Working Capital Days,-47,-39,-52,-44,-106,-35,-61,-62,-43,-45,-38,-55
ROCE %,8%,7%,9%,9%,7%,10%,9%,9%,10%,10%,11%,8%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,51.10%,51.10%,51.10%,51.10%,51.10%,51.10%,51.10%,51.10%,51.10%,51.10%,51.10%,51.10%
FIIs +,15.80%,16.69%,17.05%,17.86%,17.68%,18.60%,18.20%,17.79%,16.09%,16.40%,16.24%,16.54%
DIIs +,30.20%,29.02%,28.70%,27.55%,27.55%,26.51%,26.76%,27.22%,28.92%,28.93%,29.19%,29.13%
Government +,0.10%,0.10%,0.10%,0.11%,0.11%,0.11%,0.11%,0.11%,0.12%,0.12%,0.12%,0.12%
Public +,2.79%,3.08%,3.04%,3.37%,3.55%,3.68%,3.83%,3.77%,3.77%,3.45%,3.34%,3.10%
No. of Shareholders,"9,86,674","10,66,543","11,58,992","13,93,480","17,67,138","35,74,828","43,65,786","41,43,175","39,65,860","37,29,617","35,43,434","33,00,179"

--- CAGR BOXES ---




