Other Liabilities +,246,"1,493","1,356","1,210",975,775,775,903,931,832,651,960
Total Liabilities,"1,060","2,678","2,695","2,689","2,687","2,272","2,462","2,664","2,248","3,216","3,761","4,039"
Fixed Assets +,416,977,933,958,935,872,871,966,732,748,992,"1,394"
CWIP,27,13,15,27,36,0,41,61,12,174,122,72
Investments,1,21,82,83,87,29,31,30,32,198,299,279
Other Assets +,616,"1,666","1,665","1,621","1,630","1,371","1,518","1,607","1,472","2,097","2,348","2,295"
Total Assets,"1,060","2,678","2,695","2,689","2,687","2,272","2,462","2,664","2,248","3,216","3,761","4,039"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,102,-154,-177,-121,-124,154,68,55,41,86,-97,322
Cash from Investing Activity +,-25,-50,44,-45,-49,4,-60,-73,-61,-537,-579,-133
Cash from Financing Activity +,-69,216,111,191,214,-227,43,-53,67,724,372,-52
Net Cash Flow,8,11,-22,25,40,-70,51,-71,46,274,-304,137
Free Cash Flow,61,-176,-199,-150,-188,129,9,-41,4,-78,-328,-45
CFO/OP,280%,-501%,-154%,104%,"-1,161%",136%,82%,40%,43%,41%,-0%,118%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,54,87,50,79,81,52,136,58,37,50,63,72
Inventory Days,176,471,182,213,203,119,142,176,78,64,65,92
Days Payable,75,248,150,148,209,111,146,153,55,39,29,52
Cash Conversion Cycle,155,310,82,145,75,60,131,81,60,75,99,113
Working Capital Days,55,57,38,3,62,96,90,48,20,61,58,76
ROCE %,5%,2%,6%,-8%,1%,7%,5%,9%,18%,25%,17%,11%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,47.82%,44.97%,42.47%,42.46%,40.46%,40.46%,40.46%,40.46%,40.46%,40.46%,40.46%,40.46%
FIIs +,7.05%,16.85%,20.04%,17.27%,19.56%,16.32%,13.67%,11.63%,9.49%,9.56%,10.66%,10.67%
DIIs +,9.68%,10.45%,12.27%,13.72%,14.13%,13.94%,15.01%,13.40%,11.67%,12.77%,12.60%,12.46%
Government +,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%
Public +,35.43%,27.73%,25.22%,26.53%,25.83%,29.25%,30.86%,34.49%,38.35%,37.19%,36.28%,36.42%
No. of Shareholders,"1,41,561","1,91,910","2,24,205","2,92,395","3,62,203","4,61,442","5,15,638","5,87,422","6,17,505","5,91,488","5,71,503","5,59,860"

--- CAGR BOXES ---
Compounded Sales Growth
10 Years:,13%
5 Years:,16%
3 Years:,5%
TTM:,-18%

Compounded Profit Growth
10 Years:,27%
5 Years:,65%
3 Years:,7%
TTM:,-42%

Stock Price CAGR
10 Years:,26%
5 Years:,72%
3 Years:,24%
1 Year:,7%

Return on Equity
10 Years:,5%
5 Years:,10%
3 Years:,11%
Last Year:,6%

