Inventory Days,56,66,,,,,,,,,,
Days Payable,671,597,,,,,,,,,,
Cash Conversion Cycle,-544,-461,62,68,62,62,56,53,51,47,48,54
Working Capital Days,15,-14,-23,3,-13,-18,-31,-15,-3,-4,-17,125
ROCE %,27%,23%,19%,17%,19%,20%,22%,21%,18%,17%,20%,18%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,72.91%,72.93%,72.90%,72.89%,72.82%,72.80%,72.75%,72.73%,72.67%,72.66%,72.64%,72.62%
FIIs +,6.32%,6.47%,6.70%,6.96%,7.12%,7.27%,7.81%,8.35%,8.16%,8.45%,8.22%,8.32%
DIIs +,7.56%,8.03%,8.13%,8.28%,8.25%,8.71%,8.20%,7.47%,7.78%,7.86%,8.38%,7.86%
Public +,13.05%,12.43%,12.16%,11.76%,11.68%,11.10%,11.12%,11.31%,11.28%,10.89%,10.63%,11.08%
Others +,0.16%,0.14%,0.13%,0.11%,0.11%,0.11%,0.11%,0.11%,0.11%,0.11%,0.11%,0.11%
No. of Shareholders,"27,79,436","25,93,087","25,21,361","23,97,648","23,69,089","22,36,752","23,58,943","24,31,180","24,61,550","25,15,452","24,42,662","26,03,140"

--- CAGR BOXES ---




