Other Liabilities +,"1,921","1,722","2,137","2,097","2,495","2,570","2,885","2,624","2,304","2,852","2,928","3,768"
Total Liabilities,"4,643","4,420","4,757","4,744","5,086","5,163","5,843","5,813","5,107","5,591","6,044","7,011"
Fixed Assets +,482,557,583,595,631,621,601,621,505,528,580,705
CWIP,192,104,79,68,25,15,14,14,23,37,107,276
Investments,0,0,0,0,0,0,0,0,0,0,6,8
Other Assets +,"3,969","3,759","4,094","4,081","4,430","4,527","5,228","5,178","4,579","5,026","5,351","6,022"
Total Assets,"4,643","4,420","4,757","4,744","5,086","5,163","5,843","5,813","5,107","5,591","6,044","7,011"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,548,80,209,130,257,106,-301,51,560,458,183,118
Cash from Investing Activity +,-36,-33,-59,-62,-62,-51,-49,-25,-20,-68,-205,-354
Cash from Financing Activity +,-384,-105,-160,-101,-129,3,-176,-10,-331,-130,-139,238
Net Cash Flow,128,-57,-11,-33,65,57,-526,16,208,260,-162,2
Free Cash Flow,502,53,144,64,192,54,-350,30,551,358,-8,-208
CFO/OP,722%,64%,83%,58%,119%,39%,-229%,26%,176%,116%,60%,68%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,129,148,209,186,170,182,193,157,116,130,154,191
Inventory Days,460,375,615,395,331,482,373,328,369,418,462,375
Days Payable,127,89,152,114,142,152,133,85,116,132,129,164
Cash Conversion Cycle,462,434,673,467,358,512,434,400,369,416,487,401
Working Capital Days,243,246,316,245,232,337,294,242,236,261,295,241
ROCE %,3%,5%,6%,8%,7%,2%,5%,9%,10%,15%,16%,8%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,54.03%,54.03%,54.03%,54.03%,54.03%,54.03%,54.03%,54.03%,54.03%,54.03%,54.03%,54.03%
FIIs +,6.08%,6.79%,9.12%,9.91%,6.76%,5.66%,7.41%,7.26%,5.67%,5.82%,5.51%,5.59%
DIIs +,19.51%,19.03%,18.97%,17.79%,20.14%,18.51%,18.10%,18.69%,18.80%,18.54%,18.39%,18.71%
Public +,20.38%,20.16%,17.87%,18.28%,19.08%,21.79%,20.45%,20.00%,21.51%,21.62%,22.08%,21.68%
No. of Shareholders,"95,039","1,01,576","99,586","1,21,001","1,52,698","1,91,604","1,85,005","1,92,797","1,95,176","1,93,304","1,98,478","2,00,609"

--- CAGR BOXES ---
Compounded Sales Growth
10 Years:,4%
5 Years:,4%
3 Years:,4%
TTM:,8%

Compounded Profit Growth
10 Years:,8%
5 Years:,16%
3 Years:,-2%
TTM:,-51%

Stock Price CAGR
10 Years:,18%
5 Years:,26%
3 Years:,29%
1 Year:,-25%

Return on Equity
10 Years:,6%
5 Years:,8%
3 Years:,9%
Last Year:,5%

