Borrowings +,"1,251","1,281","1,337","1,252",898,505,538,414,355,355,355,333
Other Liabilities +,"1,438","1,481","1,297","1,390",989,584,352,292,404,370,369,404
Total Liabilities,"3,947","3,566","3,184","2,877","1,992","1,047",649,491,506,456,433,440
Fixed Assets +,811,727,638,165,142,55,36,4,3,3,2,2
CWIP,1,4,5,2,0,0,0,0,0,0,0,0
Investments,235,50,121,122,0,0,0,97,44,26,36,29
Other Assets +,"2,900","2,784","2,420","2,587","1,850",992,614,390,459,427,395,409
Total Assets,"3,947","3,566","3,184","2,877","1,992","1,047",649,491,506,456,433,440

--- CASH FLOW ---
,Jun 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,-369,-186,77,-351,441,62,-15,101,74,-36,-28,-0
Cash from Investing Activity +,288,349,-3,94,11,393,20,21,-14,31,23,0
Cash from Financing Activity +,-2,-88,-135,235,-477,-490,-22,-139,-62,-0,-0,-0
Net Cash Flow,-84,75,-61,-22,-25,-35,-16,-17,-2,-6,-5,0
Free Cash Flow,-316,-208,65,-373,431,91,-12,240,107,-36,-22,-1
CFO/OP,379%,97%,-64%,41%,-315%,-33%,21%,-44%,-87%,82%,70%,1%

--- RATIOS ---
,Jun 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,51,155,146,132,54,39,90,145,295,210,246,273
Inventory Days,20,30,22,37,10,6,5,18,,,,
Days Payable,83,110,113,105,69,78,236,"2,594",,,,
Cash Conversion Cycle,-12,74,55,64,-6,-33,-141,"-2,431",295,210,246,273
Working Capital Days,4,19,-54,-37,-59,-102,-580,"-3,024","-8,081","-7,668","-10,128","-11,296"
ROCE %,-2%,-4%,-5%,-38%,-1%,-20%,-37%,-24%,-32%,-28%,-35%,-53%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,62.89%,62.89%,62.89%,62.89%,62.89%,62.89%,62.89%,62.89%,62.89%,62.89%,62.89%,62.89%
FIIs +,0.16%,0.01%,0.01%,0.00%,0.00%,0.00%,0.01%,0.00%,0.01%,0.03%,0.04%,0.00%
DIIs +,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,0.04%,0.04%,0.04%,0.04%,0.04%
Public +,36.94%,37.09%,37.09%,37.10%,37.11%,37.10%,37.04%,37.05%,37.07%,37.03%,37.04%,37.07%
No. of Shareholders,"1,90,249","1,89,514","1,90,061","1,89,824","1,89,806","1,90,235","1,90,980","1,93,251","1,90,349","1,90,591","1,89,319","1,89,328"

--- CAGR BOXES ---




