Reserves,"5,337","4,387","4,739","2,842","-1,057","-3,062","-2,322","-1,421","-1,396","-2,768","-3,559","-3,536"
Borrowings +,"49,929","39,444","21,484","23,441","27,580","34,442","36,864","26,633","32,157","35,905","38,218","43,283"
Other Liabilities +,"11,091","14,708","10,026","11,012","12,949","14,319","14,697","11,272","12,557","14,748","12,845","13,962"
Total Liabilities,"66,794","59,143","36,852","37,898","40,075","46,302","49,843","37,087","43,921","48,489","48,559","54,764"
Fixed Assets +,"34,183","34,513","15,773","15,643","16,080","16,178","12,772","10,325","15,157","28,737","28,218","29,016"
CWIP,"17,247","2,155",239,589,858,"3,811","6,622","10,176","11,175","1,674","3,808","5,433"
Investments,"1,413","6,545","12,422","12,871","10,115","10,119","9,674","3,798","4,478","4,425","4,288","5,959"
Other Assets +,"13,951","15,930","8,417","8,795","13,022","16,194","20,775","12,788","13,111","13,653","12,246","14,357"
Total Assets,"66,794","59,143","36,852","37,898","40,075","46,302","49,843","37,087","43,921","48,489","48,559","54,764"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,"2,915","3,498","4,504","2,347","2,052","1,376",3,"3,256","2,199","3,880","3,443","4,884"
Cash from Investing Activity +,"-3,159","-1,660","1,485",-962,"-3,605",-987,"2,434","-2,043","-2,310","-5,792","-3,673","-3,577"
Cash from Financing Activity +,448,"-2,018","-5,727","-1,191",816,"1,617","-1,056","-3,894","1,731",467,"-1,010","-1,238"
Net Cash Flow,204,-180,263,194,-737,"2,005","1,382","-2,681","1,620","-1,445","-1,241",69
Free Cash Flow,-885,"1,062","3,887","1,673",-782,"-1,510","-1,514",194,"-1,685",-641,-581,"1,582"
CFO/OP,122%,814%,150%,161%,160%,71%,-4%,146%,125%,135%,94%,85%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,53,68,66,75,71,62,117,30,20,20,19,15
Inventory Days,104,82,33,20,37,56,,,,,,201
Days Payable,694,466,366,372,639,605,,,,,,494
Cash Conversion Cycle,-536,-316,-266,-277,-531,-488,117,30,20,20,19,-278
Working Capital Days,-414,-373,-152,-203,-373,-497,-907,-364,-370,-215,-232,-96
ROCE %,2%,-1%,7%,4%,5%,6%,1%,5%,4%,6%,7%,12%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,59.07%,59.07%,59.07%,59.07%,59.07%,66.07%,66.07%,66.24%,66.24%,66.24%,66.24%,66.33%
FIIs +,28.15%,28.01%,27.38%,26.78%,25.98%,14.81%,14.86%,15.09%,15.74%,17.08%,18.96%,20.17%
DIIs +,4.43%,4.28%,5.22%,6.07%,5.74%,4.46%,4.32%,4.13%,4.45%,4.80%,4.59%,4.93%
Public +,8.36%,8.65%,8.34%,8.08%,9.21%,14.65%,14.74%,14.55%,13.56%,11.88%,10.19%,8.56%
No. of Shareholders,"4,43,708","4,61,999","5,42,960","6,93,438","8,66,851","8,53,872","8,68,022","8,56,740","8,14,655","7,61,800","7,20,205","6,94,272"

--- CAGR BOXES ---




