Other Liabilities +,"22,325","16,974","15,830","19,751","24,393","27,827","35,764","43,967","44,747","46,962","54,501","62,644"
Total Liabilities,"73,318","88,291","102,333","105,126","113,901","120,127","129,992","140,924","142,859","145,472","158,649","181,167"
Fixed Assets +,"11,638","11,774","11,701","11,973","12,290","20,928","21,021","21,298","20,515","19,604","23,053","31,343"
CWIP,"2,766","1,670","1,541","1,278",963,906,926,"1,205","1,234","1,564","1,546","2,665"
Investments,"1,662","22,822","41,980","36,008","29,330","26,356","29,373","30,485","37,163","31,762","30,964","33,988"
Other Assets +,"57,252","52,025","47,111","55,867","71,318","71,937","78,672","87,936","83,947","92,542","103,086","113,171"
Total Assets,"73,318","88,291","102,333","105,126","113,901","120,127","129,992","140,924","142,859","145,472","158,649","181,167"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,"19,369","19,109","25,223","25,067","28,593","32,369","38,802","39,949","41,965","44,338","48,908","52,094"
Cash from Investing Activity +,"-1,807","-5,010","-16,895","3,104","1,645","8,968","-7,956",-738,548,"6,091","-2,144","-11,886"
Cash from Financing Activity +,"-17,168","-9,666","-11,026","-26,885","-27,897","-39,915","-32,634","-33,581","-47,878","-48,536","-47,438","-42,133"
Net Cash Flow,394,"4,433","-2,698","1,286","2,341","1,422","-1,788","5,630","-5,365","1,893",-674,"-1,925"
Free Cash Flow,"16,426","17,144","23,270","23,263","26,461","29,281","35,663","36,985","38,902","41,688","44,994","48,013"
CFO/OP,110%,87%,103%,100%,98%,91%,103%,97%,93%,88%,96%,92%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,79,81,70,74,68,71,67,80,81,81,84,93
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,79,81,70,74,68,71,67,80,81,81,84,93
Working Capital Days,33,62,62,61,70,64,59,33,30,34,34,38
ROCE %,50%,51%,44%,39%,47%,47%,49%,54%,59%,64%,65%,63%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,72.30%,72.30%,72.41%,71.77%,71.77%,71.77%,71.77%,71.77%,71.77%,71.77%,71.77%,71.77%
FIIs +,12.46%,12.47%,12.46%,12.70%,12.35%,12.66%,12.68%,12.04%,11.48%,10.33%,10.37%,9.66%
DIIs +,9.80%,10.01%,10.03%,10.61%,11.00%,10.86%,10.86%,11.49%,11.95%,12.64%,12.81%,13.34%
Government +,0.05%,0.05%,0.05%,0.06%,0.06%,0.06%,0.06%,0.06%,0.06%,0.06%,0.06%,0.06%
Public +,5.38%,5.17%,5.03%,4.86%,4.82%,4.66%,4.63%,4.63%,4.77%,5.21%,4.98%,5.16%
No. of Shareholders,"25,02,835","23,67,003","23,36,016","22,03,209","21,81,391","20,93,962","20,75,117","21,15,093","21,64,289","23,88,232","23,32,275","24,50,090"

--- CAGR BOXES ---




