Reserves,"10,418","8,670","8,689","6,691","5,717","4,089","2,512","1,479","-1,378","-4,718","-7,341","-9,889"
Borrowings +,"4,716","2,888","2,910","3,615","3,555","3,859","6,932","6,989","7,167","7,230","7,321","7,519"
Other Liabilities +,"12,188","14,832","16,068","15,795","17,340","17,406","15,912","17,742","20,573","23,485","25,933","27,206"
Total Liabilities,"27,846","26,914","28,189","26,624","27,135","25,877","25,880","26,733","26,886","26,520","26,436","25,359"
Fixed Assets +,"3,472","2,157","2,120","1,006",828,489,465,464,463,460,459,459
CWIP,"1,165",233,240,184,185,193,180,187,192,197,201,203
Investments,"1,346","2,186","2,222","2,015","2,001","2,043","1,982","1,973","2,034","2,040","2,060","2,142"
Other Assets +,"21,863","22,338","23,608","23,418","24,121","23,151","23,252","24,109","24,197","23,823","23,715","22,555"
Total Assets,"27,846","26,914","28,189","26,624","27,135","25,877","25,880","26,733","26,886","26,520","26,436","25,359"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,92,-238,-35,-268,-42,-129,-34,-14,251,15,-73,-116
Cash from Investing Activity +,72,664,131,198,84,-22,68,58,4,13,74,14
Cash from Financing Activity +,-197,-453,-113,16,-20,167,-54,-32,-25,-10,-6,0
Net Cash Flow,-33,-27,-17,-53,22,16,-20,13,230,18,-5,-102
Free Cash Flow,129,608,-25,-174,76,-138,-36,-19,247,13,-76,-121
CFO/OP,15%,34%,15%,557%,-20%,52%,8%,13%,-999%,-3%,68%,"1,830%"

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,164,301,338,214,294,141,465,496,637,521,682,438
Inventory Days,"5,038","9,869","2,870","3,030","4,744","5,939","5,728","5,306",,,,"3,911"
Days Payable,"1,872","4,134","1,054",964,"1,654","2,389","2,151","1,984",,,,"1,608"
Cash Conversion Cycle,"3,331","6,036","2,153","2,279","3,383","3,691","4,041","3,818",637,521,682,"2,741"
Working Capital Days,769,"1,244","1,334","1,049","1,180",505,-5,-775,"-3,878","-6,257","-12,409","-9,916"
ROCE %,7%,-4%,-2%,-0%,-2%,-5%,-1%,0%,1%,-18%,-48%,

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,5.14%,5.14%,5.14%,5.14%,5.14%,5.14%,5.14%,5.14%,5.14%,5.14%,5.14%,5.14%
FIIs +,0.35%,0.65%,0.32%,0.49%,0.29%,0.33%,0.51%,0.83%,0.80%,0.63%,0.50%,0.48%
DIIs +,0.91%,0.91%,0.91%,0.91%,0.91%,0.90%,1.09%,1.06%,1.06%,1.05%,1.05%,1.03%
Public +,93.60%,93.30%,93.62%,93.48%,93.68%,93.65%,93.25%,92.99%,93.03%,93.19%,93.31%,93.37%
No. of Shareholders,"5,86,011","5,81,921","5,90,875","6,25,362","6,30,289","6,29,960","6,36,566","6,34,520","6,30,123","6,25,007","6,20,543","6,18,456"

--- CAGR BOXES ---




