--- ABOUT ---
"Incorporated in 1977, Atlanta Ltd is engaged in the Construction business [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
340,41.7,73.4 / 29.4,

Book Value,Dividend Yield,ROCE,ROE
26.1,0.00,1.95,-0.81

Face Value
2.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,4,14,13,15,91,15,13,14,25,15,12,17,31
Expenses +,8,5,6,4,64,8,7,9,11,7,28,11,-8
Operating Profit,-4,8,7,10,27,7,6,5,14,8,-16,6,38
OPM %,-105%,61%,57%,72%,30%,47%,47%,36%,56%,55%,-135%,37%,126%
Other Income +,2,2,314,2,161,22,2,4,3,5,4,7,4
Interest,1,1,1,1,1,1,-0,2,1,3,2,3,3
Depreciation,10,9,9,9,9,11,11,11,11,11,11,11,12
Profit before tax,-13,1,311,2,178,18,-2,-4,5,-2,-26,-1,28
Tax %,180%,0%,0%,0%,14%,26%,-11%,-712%,-75%,12%,-20%,-25%,23%
Net Profit +,-36,1,311,2,153,13,-2,22,9,-2,-21,-1,22
EPS in Rs,-4.42,0.16,38.07,0.29,18.76,1.63,-0.21,2.66,1.14,-0.21,-2.55,-0.10,2.65
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,16.30,16.30,16.30,16.30,16.30,16.30,16.30,16.30,16.30,16.30,16.30,16.30
Reserves,706.91,670.32,448.79,375.68,296.51,-499.78,-584.55,-347.63,-400.89,141.49,194.06,196.28
Borrowings +,891.91,956.60,"1,018.58","1,061.31","1,128.14","1,014.71","1,104.18",823.05,819.55,247.54,314.24,317.62
Other Liabilities +,355.81,144.53,263.25,201.96,187.44,210.80,190.92,77.34,83.30,65.04,47.63,35.70
Total Liabilities,"1,970.93","1,787.75","1,746.92","1,655.25","1,628.39",742.03,726.85,569.06,518.26,470.37,572.23,565.90
Fixed Assets +,320.69,314.61,662.97,636.49,606.89,563.87,521.56,192.61,164.00,128.78,88.47,40.29
CWIP,635.91,776.22,622.31,669.41,709.06,0.69,0.69,0.69,0.69,0.00,0.00,0.00
Investments,14.83,15.44,0.51,0.46,0.36,0.33,0.33,0.28,0.23,0.38,0.39,2.91
Other Assets +,999.50,681.48,461.13,348.89,312.08,177.14,204.27,375.48,353.34,341.21,483.37,522.70
Total Assets,"1,970.93","1,787.75","1,746.92","1,655.25","1,628.39",742.03,726.85,569.06,518.26,470.37,572.23,565.90

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,218.61,493.28,101.34,-18.62,80.12,151.33,106.91,109.16,45.75,-34.68,54.69,-33.25
Cash from Investing Activity +,-225.41,-141.10,-102.77,-15.79,2.78,9.28,-0.36,243.31,0.70,-4.80,-102.25,29.95
Cash from Financing Activity +,-6.59,-357.30,-2.52,34.94,-80.65,-163.91,-103.65,-344.60,-0.99,-8.66,63.70,-9.68
Net Cash Flow,-13.40,-5.11,-3.95,0.52,2.25,-3.30,2.91,7.88,45.45,-48.13,16.14,-12.98
Free Cash Flow,213.05,491.95,0.39,-25.93,100.60,151.37,106.54,352.15,43.47,-35.16,52.36,-38.91
CFO/OP,196%,"3,918%",81%,7%,-448%,386%,263%,-38%,301%,-61%,172%,-88%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,145.84,206.03,160.24,311.53,715.09,76.74,258.18,172.57,359.21,348.75,340.45,408.96
Inventory Days,528.21,"1,441.52",674.14,974.12,"1,645.76",878.36,,,,,,"2,585.30"
Days Payable,338.81,919.81,665.55,192.54,326.64,206.01,,,,,,106.65
Cash Conversion Cycle,335.23,727.75,168.83,"1,093.11","2,034.20",749.09,258.18,172.57,359.21,348.75,340.45,"2,887.61"
Working Capital Days,73.66,-611.39,-73.64,-129.33,"-1,462.95","-2,954.48","-3,445.99",-977.80,"-4,777.86",-161.26,-414.79,-32.20
ROCE %,7.10%,0.54%,6.00%,1.97%,-1.02%,0.87%,0.50%,-40.12%,-0.67%,7.94%,4.62%,1.95%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,71.82%,71.93%,71.96%,72.18%,73.33%,74.67%,74.67%,74.67%,74.67%,74.67%,74.67%,74.67%
FIIs +,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Government +,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%
Public +,28.17%,28.06%,28.03%,27.81%,26.66%,25.32%,25.31%,25.32%,25.32%,25.31%,25.32%,25.32%
No. of Shareholders,"24,672","24,071","23,528","23,032","22,588","22,552","22,417","23,528","21,749","21,995","24,712","23,528"

--- CAGR BOXES ---
Compounded Sales Growth
10 Years:,-7%
5 Years:,-4%
3 Years:,13%
TTM:,9%

Compounded Profit Growth
10 Years:,7%
5 Years:,15%
3 Years:,25%
TTM:,-104%

Stock Price CAGR
10 Years:,1%
5 Years:,25%
3 Years:,41%
1 Year:,19%

Return on Equity
10 Years:,%
5 Years:,%
3 Years:,%
Last Year:,-1%

