--- ABOUT ---
"Kamat Hotels India Ltd is one of the companies of the Kamats Group. KHIL is engaged in the Hospitality business and other related services like hotel consultancy, setup, etc… [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
504,171,369 / 140,11.8

Book Value,Dividend Yield,ROCE,ROE
107,0.00,15.8,14.4

Face Value
10.0

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,80,70,64,86,85,74,85,105,92,83,75,118,110
Expenses +,53,47,45,60,61,61,63,61,68,65,67,79,78
Operating Profit,27,23,19,26,23,13,22,44,25,18,8,39,32
OPM %,34%,33%,29%,30%,27%,18%,26%,42%,27%,22%,10%,33%,29%
Other Income +,232,-0,2,35,5,5,2,2,2,2,4,-2,10
Interest,-10,16,16,13,15,11,8,6,5,6,6,7,10
Depreciation,4,4,4,5,5,5,5,5,5,6,7,7,8
Profit before tax,265,3,0,43,8,2,12,36,16,8,-1,23,24
Tax %,-2%,57%,92%,2%,74%,45%,29%,26%,32%,46%,311%,17%,27%
Net Profit +,271,1,0,42,2,1,8,26,11,4,-2,19,17
EPS in Rs,109.99,0.45,0.01,16.86,0.82,0.40,2.83,8.88,3.73,1.23,-1.00,5.87,5.56
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Other Assets +,146,170,166,112,104,106,102,117,241,214,175,197
Total Assets,855,855,793,503,484,486,465,467,609,615,589,680

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,29,59,30,115,79,74,1,31,116,72,66,98
Cash from Investing Activity +,5,-3,3,-0,-7,-8,-4,-5,-41,146,34,-45
Cash from Financing Activity +,-33,-57,-30,-117,-74,-58,5,-17,-89,-219,-96,-48
Net Cash Flow,0,-1,4,-3,-2,8,2,9,-13,-2,5,5
Free Cash Flow,32,62,28,111,71,65,-6,25,110,181,49,70
CFO/OP,88%,153%,56%,215%,112%,117%,-14%,87%,110%,86%,61%,111%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,28,22,17,31,20,17,31,25,11,10,9,14
Inventory Days,111,111,117,62,54,56,102,53,55,59,55,51
Days Payable,446,715,347,363,331,490,"1,261",532,343,433,183,157
Cash Conversion Cycle,-307,-582,-213,-271,-257,-417,"-1,128",-453,-277,-364,-119,-91
Working Capital Days,"-1,177",-876,-679,-798,-484,-539,"-2,787","-1,405",-257,-87,-38,-40
ROCE %,1%,3%,6%,7%,15%,14%,-3%,7%,26%,18%,20%,16%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,61.47%,61.47%,61.47%,63.34%,64.20%,57.78%,57.78%,57.78%,57.78%,57.78%,57.78%,57.78%
FIIs +,0.50%,0.38%,0.51%,0.25%,0.00%,0.00%,0.00%,0.27%,0.01%,0.97%,0.10%,0.26%
DIIs +,0.00%,0.00%,0.00%,0.00%,0.00%,4.53%,4.53%,4.16%,3.42%,3.86%,3.84%,3.84%
Public +,38.03%,38.15%,38.01%,36.40%,35.79%,37.68%,37.68%,37.78%,38.77%,37.40%,38.26%,38.12%
No. of Shareholders,"15,260","15,103","14,620","24,837","25,210","24,605","24,321","25,110","25,261","23,980","24,034","23,509"

--- CAGR BOXES ---
Compounded Sales Growth
10 Years:,8%
5 Years:,42%
3 Years:,9%
TTM:,8%

Compounded Profit Growth
10 Years:,16%
5 Years:,25%
3 Years:,-18%
TTM:,-5%

Stock Price CAGR
10 Years:,19%
5 Years:,29%
3 Years:,-7%
1 Year:,-25%

Return on Equity
10 Years:,%
5 Years:,%
3 Years:,15%
Last Year:,14%

