Borrowings +,76,112,85,67,66,102,124,165,193,218,228,416
Other Liabilities +,126,140,157,146,179,238,307,394,392,405,456,483
Total Liabilities,530,619,676,763,942,"1,091","1,395","1,686","1,786","1,881","2,034","2,547"
Fixed Assets +,76,126,126,120,116,154,163,467,507,616,566,711
CWIP,1,3,-0,-0,1,9,29,27,5,6,11,13
Investments,3,4,5,12,18,82,280,84,34,128,116,19
Other Assets +,450,487,545,632,807,847,923,"1,108","1,241","1,131","1,342","1,804"
Total Assets,530,619,676,763,942,"1,091","1,395","1,686","1,786","1,881","2,034","2,547"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,115,-25,74,41,204,214,326,88,127,277,165,310
Cash from Investing Activity +,-3,-42,-26,-23,-22,-184,-267,-45,43,-183,-5,78
Cash from Financing Activity +,-64,30,-30,-24,-23,-184,-57,-72,-103,-143,-130,-149
Net Cash Flow,49,-37,19,-6,159,-155,1,-29,68,-49,30,239
Free Cash Flow,92,-72,55,23,184,184,269,-213,92,233,135,290
CFO/OP,99%,-12%,100%,38%,111%,98%,104%,56%,80%,120%,75%,111%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,13,19,24,30,24,25,24,31,33,38,35,34
Inventory Days,187,277,221,227,239,220,180,231,238,202,219,232
Days Payable,61,99,83,66,74,75,65,104,95,76,73,77
Cash Conversion Cycle,139,197,162,191,189,170,139,158,176,164,181,189
Working Capital Days,31,45,49,72,62,59,42,58,59,55,60,70
ROCE %,35%,11%,15%,23%,27%,30%,36%,21%,11%,14%,14%,16%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,57.21%,57.12%,57.24%,57.22%,57.18%,57.30%,57.30%,57.30%,57.19%,57.18%,57.11%,57.43%
FIIs +,21.89%,22.66%,22.05%,22.68%,21.48%,19.20%,18.37%,18.59%,18.52%,18.68%,18.06%,16.44%
DIIs +,6.24%,5.72%,5.37%,2.57%,1.88%,0.73%,0.74%,0.85%,0.91%,1.24%,1.67%,2.23%
Public +,14.59%,14.42%,15.28%,17.45%,19.33%,22.62%,23.46%,23.14%,23.26%,22.86%,23.11%,23.87%
Others +,0.06%,0.06%,0.04%,0.07%,0.13%,0.15%,0.13%,0.12%,0.12%,0.04%,0.04%,0.03%
No. of Shareholders,"1,29,136","1,19,888","1,17,442","1,20,854","1,27,316","1,44,887","1,43,606","1,44,882","1,43,742","1,39,264","1,35,802","1,33,255"

--- CAGR BOXES ---
Compounded Sales Growth
10 Years:,11%
5 Years:,8%
3 Years:,11%
TTM:,9%

Compounded Profit Growth
10 Years:,21%
5 Years:,0%
3 Years:,36%
TTM:,74%

Stock Price CAGR
10 Years:,16%
5 Years:,-22%
3 Years:,-7%
1 Year:,5%

Return on Equity
10 Years:,18%
5 Years:,14%
3 Years:,14%
Last Year:,18%

