--- ABOUT ---
"Westlife Development Limited focuses on establishing and operating McDonald’s restaurants across West and South India, through its wholly owned subsidiary Hardcastle Restaurants Pvt Ltd [1]"

--- STOCK INFO ---
Market Cap,Current Price,High / Low,Stock P/E
"7,284",467,819,"1,414"

Book Value,Dividend Yield,ROCE,ROE
39.7,0.16,6.11,0.84

Face Value
2.00

--- QUARTERLY RESULTS ---
,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales +,556.37,614.54,614.73,600.25,562.28,616.33,618.01,653.72,603.14,657.63,641.85,670.72,655.36
Expenses +,467.70,510.38,516.51,508.23,487.35,537.71,541.99,565.58,526.10,572.31,574.70,573.21,568.49
Operating Profit,88.67,104.16,98.22,92.02,74.93,78.62,76.02,88.14,77.04,85.32,67.15,97.51,86.87
OPM %,15.94%,16.95%,15.98%,15.33%,13.33%,12.76%,12.30%,13.48%,12.77%,12.97%,10.46%,14.54%,13.26%
Other Income +,5.59,5.28,3.30,4.70,5.18,5.11,6.47,2.94,9.95,6.80,63.50,-2.27,6.49
Interest,25.33,26.01,27.38,28.12,28.21,29.83,31.57,32.92,32.82,35.43,36.29,36.98,36.79
Depreciation,41.20,42.85,43.94,45.50,49.94,49.38,50.21,51.67,52.84,55.03,57.40,56.24,57.53
Profit before tax,27.73,40.58,30.20,23.10,1.96,4.52,0.71,6.49,1.33,1.66,36.96,2.02,-0.96
Tax %,27.55%,28.98%,25.96%,25.32%,60.71%,27.88%,49.30%,-8.01%,-14.29%,25.90%,25.00%,49.01%,-346.88%
Net Profit +,20.09,28.83,22.37,17.24,0.76,3.25,0.36,7.01,1.52,1.23,27.71,1.02,2.38
EPS in Rs,1.29,1.85,1.43,1.11,0.05,0.21,0.02,0.45,0.10,0.08,1.78,0.07,0.15
Raw PDF,,,,,,,,,,,,,

--- ANNUAL RESULTS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Inventory Days,28,30,30,29,29,28,49,40,38,32,40,32
Days Payable,65,74,74,93,84,87,194,123,100,104,114,116
Cash Conversion Cycle,-36,-42,-42,-62,-52,-58,-142,-80,-60,-69,-72,-82
Working Capital Days,-91,-99,-115,-106,-83,-250,-418,-277,-216,-231,-261,-233
ROCE %,-5%,-1%,-2%,3%,6%,8%,-2%,5%,15%,11%,7%,6%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,56.23%,56.22%,56.23%,56.28%,56.25%,56.25%,56.25%,56.25%,56.25%,56.25%,56.25%,56.36%
FIIs +,9.70%,10.44%,10.48%,11.60%,13.83%,13.71%,13.90%,12.86%,11.24%,10.41%,9.27%,7.71%
DIIs +,24.14%,23.66%,23.99%,23.01%,20.99%,21.31%,21.24%,22.33%,24.03%,24.79%,25.50%,27.26%
Public +,9.64%,9.37%,9.00%,8.79%,8.58%,8.38%,8.27%,8.20%,8.13%,8.20%,8.49%,8.21%
Others +,0.31%,0.31%,0.32%,0.34%,0.33%,0.33%,0.33%,0.35%,0.35%,0.35%,0.46%,0.46%
No. of Shareholders,"35,382","36,381","37,407","35,508","33,019","31,872","31,058","30,140","31,054","30,870","32,496","32,172"

--- CAGR BOXES ---




