Promoters +,62.48%,62.48%,62.48%,62.48%,62.48%,62.48%,62.48%,62.48%,62.48%,62.48%,62.48%,62.48%
FIIs +,2.93%,3.16%,3.22%,3.36%,3.43%,4.25%,3.28%,3.46%,3.37%,3.49%,3.30%,3.52%
DIIs +,10.10%,10.12%,10.10%,10.08%,10.08%,10.12%,10.13%,10.15%,10.16%,10.11%,10.11%,10.09%
Public +,24.49%,24.23%,24.20%,24.06%,23.98%,23.15%,24.09%,23.89%,23.97%,23.91%,24.09%,23.87%
No. of Shareholders,"5,15,823","6,03,707","6,78,153","7,14,811","7,80,011","8,01,611","8,20,965","8,18,118","8,02,293","7,90,852","7,66,447","7,42,465"

--- CAGR BOXES ---
Compounded Sales Growth
10 Years:,-1%
5 Years:,10%
3 Years:,1%
TTM:,-16%

Compounded Profit Growth
10 Years:,5%
5 Years:,%
3 Years:,%
TTM:,-171%

Stock Price CAGR
10 Years:,4%
5 Years:,-6%
3 Years:,-19%
1 Year:,-26%

Return on Equity
10 Years:,%
5 Years:,%
3 Years:,%
Last Year:,%

