Borrowings +,"17,776","22,342","22,214","22,370","27,712","30,242","35,855","47,935","53,434","49,470","51,621","63,566"
Other Liabilities +,"3,541","2,538","3,629","3,960","4,228","6,217","8,285","8,572","13,740","14,751","19,553","23,574"
Total Liabilities,"32,082","38,385","43,369","47,233","56,311","61,917","74,582","98,328","112,563","116,999","133,443","183,099"
Fixed Assets +,"20,527","20,883","21,054","22,670","28,121","32,715","48,291","62,553","72,224","75,148","89,616","131,652"
CWIP,"1,276","1,967","4,514","4,545","4,483","3,216","3,697","4,023","6,637","10,936","11,706","12,689"
Investments,260,545,"1,161","1,079",782,"1,178","2,236","3,161","7,432","4,289","4,659","5,449"
Other Assets +,"10,020","14,990","16,641","18,938","22,924","24,808","20,358","28,591","26,271","26,627","27,461","33,308"
Total Assets,"32,082","38,385","43,369","47,233","56,311","61,917","74,582","98,328","112,563","116,999","133,443","183,099"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,"3,057","2,381","4,063","5,608","6,029","7,402","7,556","10,420","11,900","15,018","17,226","20,356"
Cash from Investing Activity +,"-2,485","-4,153","-2,629","-3,846","-4,368",-749,"-14,064","-5,493","-16,716","-6,947","-9,788","-13,191"
Cash from Financing Activity +,-237,"2,170","-1,325","-1,889","2,313","-4,256","3,514",-586,"-2,734","-7,800","-6,916","-5,483"
Net Cash Flow,335,398,109,-127,"3,975","2,397","-2,994","4,341","-7,550",271,523,"1,682"
Free Cash Flow,"1,828",270,315,"2,910","3,143","3,843","5,208","6,774","2,962","7,628","9,228","5,074"
CFO/OP,91%,68%,88%,92%,108%,139%,97%,119%,116%,104%,101%,96%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,76,125,116,139,93,98,85,54,69,50,53,60
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,76,125,116,139,93,98,85,54,69,50,53,60
Working Capital Days,29,-116,107,219,-74,-6,-5,-85,-56,-101,-114,-33
ROCE %,14%,13%,14%,17%,14%,12%,14%,11%,10%,13%,15%,14%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,62.89%,65.53%,65.89%,65.89%,65.89%,65.89%,65.89%,65.89%,65.89%,65.89%,68.02%,68.02%
FIIs +,16.99%,13.83%,14.72%,14.98%,15.19%,15.22%,13.94%,13.43%,13.53%,13.61%,13.10%,13.25%
DIIs +,12.45%,13.27%,12.01%,11.84%,12.48%,13.26%,14.20%,14.73%,15.15%,15.03%,13.89%,13.86%
Public +,7.66%,7.37%,7.39%,7.30%,6.44%,5.62%,5.96%,5.94%,5.46%,5.48%,4.99%,4.89%
No. of Shareholders,"10,24,111","9,44,166","9,70,247","9,91,001","12,74,010","11,86,670","12,53,858","12,62,911","11,85,335","11,66,914","11,22,537","10,95,768"

--- CAGR BOXES ---




