Total Liabilities,"237,315","263,184","272,580","327,192","305,703","320,179","341,570","329,061","334,674","369,521","376,973","381,922"
Fixed Assets +,"88,479","107,232","95,944","121,414","111,234","127,107","138,708","138,855","132,080","121,285","115,697","180,810"
CWIP,"28,640","25,919","33,699","40,034","31,884","35,622","20,964","10,251","14,274","35,698","65,806","26,500"
Investments,"15,337","23,767","20,338","20,813","15,771","16,308","24,620","29,380","26,379","22,971","35,656","26,313"
Other Assets +,"104,858","106,266","122,600","144,932","146,814","141,141","157,278","150,575","161,941","189,567","159,814","148,299"
Total Assets,"237,315","263,184","272,580","327,192","305,703","320,179","341,570","329,061","334,674","369,521","376,973","381,922"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,"35,531","37,900","30,199","23,857","18,891","26,633","29,001","14,283","35,388","67,915","63,102","13,041"
Cash from Investing Activity +,"-36,232","-36,694","-39,571","-25,139","-20,878","-33,115","-25,672","-4,444","-15,417","-22,781","-49,982","-24,810"
Cash from Financing Activity +,"5,201","-3,795","6,205","2,012","8,830","3,390","9,904","-3,380","-26,243","-37,006","-18,786","-1,344"
Net Cash Flow,"4,500","-2,589","-3,167",730,"6,843","-3,092","13,232","6,459","-6,272","8,128","-5,666","-13,113"
Free Cash Flow,"3,643","6,455","14,181","-11,191","-16,346","-2,898","9,146",-655,"16,443","36,732","26,034","-23,195"
CFO/OP,101%,104%,108%,85%,87%,158%,96%,66%,121%,125%,120%,87%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,17,18,19,25,23,16,19,16,17,14,11,14
Inventory Days,67,73,77,83,73,82,83,71,66,64,63,85
Days Payable,131,138,138,151,133,145,175,141,128,126,131,157
Cash Conversion Cycle,-47,-46,-41,-43,-38,-48,-74,-53,-45,-48,-56,-58
Working Capital Days,-62,-63,-69,-71,-78,-92,-112,-88,-63,-55,-62,-60
ROCE %,21%,15%,9%,9%,2%,-0%,6%,1%,6%,19%,20%,3%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,46.39%,46.38%,46.37%,46.36%,46.36%,42.58%,42.58%,42.58%,42.57%,42.57%,42.56%,42.56%
FIIs +,17.72%,18.40%,18.62%,19.20%,18.18%,20.54%,18.66%,17.84%,17.17%,17.13%,17.88%,17.29%
DIIs +,17.38%,17.37%,17.25%,16.01%,15.93%,16.08%,16.54%,16.88%,16.93%,17.03%,15.08%,16.79%
Government +,0.14%,0.14%,0.14%,0.14%,0.14%,0.29%,0.31%,0.31%,0.31%,0.31%,0.31%,0.31%
Public +,18.38%,17.70%,17.60%,18.31%,19.39%,20.49%,21.91%,22.39%,23.01%,22.97%,24.14%,23.06%
No. of Shareholders,"35,02,408","37,73,314","41,84,369","46,16,908","50,98,550","57,27,234","64,62,123","67,28,246","67,52,775","66,55,776","66,73,646","63,78,032"

--- CAGR BOXES ---




