Net Cash Flow,147,528,90,-822,434,-351,"2,492","-1,138",771,573,-270,"3,383"
Free Cash Flow,750,"1,441",860,705,"1,336","2,661","3,422",475,"2,774","3,613","2,604","5,604"
CFO/OP,81%,112%,82%,100%,92%,97%,98%,45%,91%,105%,97%,129%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,32,30,35,38,36,32,44,49,49,50,46,46
Inventory Days,123,108,138,117,119,127,134,142,121,122,142,118
Days Payable,84,84,101,95,90,80,119,96,71,79,81,79
Cash Conversion Cycle,70,54,72,60,65,79,59,94,99,93,107,84
Working Capital Days,11,15,22,22,16,34,37,57,54,49,52,38
ROCE %,42%,42%,38%,36%,33%,33%,34%,29%,34%,38%,26%,26%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,52.63%,52.63%,52.63%,52.63%,52.63%,52.63%,52.63%,52.63%,52.63%,52.63%,52.63%,52.63%
FIIs +,17.48%,17.65%,17.32%,15.89%,15.27%,15.28%,13.61%,12.23%,11.85%,11.64%,12.78%,12.11%
DIIs +,10.01%,10.01%,10.52%,11.61%,12.30%,13.10%,13.98%,15.51%,20.98%,21.50%,21.08%,21.74%
Government +,0.05%,0.05%,0.06%,0.06%,0.06%,0.06%,0.06%,0.06%,0.06%,0.07%,0.07%,0.07%
Public +,19.82%,19.64%,19.44%,19.78%,19.68%,18.88%,19.66%,19.51%,14.41%,14.09%,13.37%,13.39%
Others +,0.04%,0.04%,0.04%,0.04%,0.06%,0.05%,0.05%,0.05%,0.07%,0.06%,0.06%,0.06%
No. of Shareholders,"9,97,455","9,85,216","9,75,319","11,05,326","11,11,601","9,75,807","11,92,876","12,13,836","11,71,145","11,08,404","10,00,999","10,01,799"

--- CAGR BOXES ---
Compounded Sales Growth
10 Years:,10%
5 Years:,10%
3 Years:,1%
TTM:,5%

Compounded Profit Growth
10 Years:,10%
5 Years:,7%
3 Years:,2%
TTM:,13%

Stock Price CAGR
10 Years:,11%
5 Years:,-2%
3 Years:,-6%
1 Year:,20%

Return on Equity
10 Years:,25%
5 Years:,25%
3 Years:,24%
Last Year:,22%

