Reserves,"3,398","3,367","4,070","4,559","5,283","5,127","5,322","6,478","6,612","7,077","9,158","9,484"
Borrowings +,"2,546","3,375","3,124","3,257","4,029","4,469","5,271","5,972","7,313","7,948","6,698","7,309"
Other Liabilities +,"2,245","1,504","1,600","2,068","2,173","1,793","2,402","2,950","4,216","4,066","4,017","5,372"
Total Liabilities,"8,236","8,292","8,841","9,977","11,578","11,482","13,088","15,492","18,235","19,184","19,968","22,260"
Fixed Assets +,"2,629","3,134","3,277","3,500","3,625","4,002","4,750","4,870","6,161","6,309","6,627","8,262"
CWIP,870,409,453,344,831,"1,143",900,"1,125",701,991,"1,732","1,251"
Investments,496,886,"1,192","1,501","1,524","1,618","2,607","2,604","2,569","1,849","2,063","1,738"
Other Assets +,"4,242","3,863","3,919","4,632","5,599","4,720","4,831","6,893","8,804","10,034","9,547","11,008"
Total Assets,"8,236","8,292","8,841","9,977","11,578","11,482","13,088","15,492","18,235","19,184","19,968","22,260"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,"1,035","1,356","1,052",967,911,"1,522","1,020",506,"1,294","1,664","1,796","1,487"
Cash from Investing Activity +,-467,-888,-737,-722,"-1,196","-1,114","-1,511",-690,"-1,666",-665,"-1,964","-1,033"
Cash from Financing Activity +,-360,-448,-401,-314,368,-381,578,310,280,-203,-570,-442
Net Cash Flow,208,19,-86,-69,83,26,87,126,-91,796,-738,12
Free Cash Flow,326,465,408,399,-220,565,129,-459,325,164,352,374
CFO/OP,104%,118%,118%,79%,71%,164%,134%,43%,99%,85%,89%,70%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,41,75,77,85,77,68,81,75,87,74,70,85
Inventory Days,131,142,161,151,160,177,249,235,191,159,198,195
Days Payable,144,119,127,148,118,105,167,141,132,112,130,144
Cash Conversion Cycle,28,98,111,88,119,140,163,169,147,121,138,136
Working Capital Days,40,11,-8,6,15,-15,-49,-24,-39,-46,-27,14
ROCE %,21%,17%,13%,18%,20%,7%,3%,11%,8%,13%,12%,13%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,45.26%,45.26%,45.26%,45.26%,45.26%,45.26%,44.07%,44.07%,44.07%,44.07%,44.07%,44.07%
FIIs +,15.79%,16.28%,16.60%,16.48%,17.04%,18.72%,17.87%,16.08%,14.37%,13.62%,12.40%,14.15%
DIIs +,28.61%,27.95%,27.74%,28.06%,27.96%,26.32%,28.35%,30.20%,31.26%,32.11%,34.08%,32.62%
Government +,0.18%,0.18%,0.18%,0.18%,0.18%,0.16%,0.15%,0.15%,0.15%,0.15%,0.15%,0.15%
Public +,10.17%,10.35%,10.22%,10.04%,9.58%,9.55%,9.55%,9.49%,10.15%,10.05%,9.29%,9.00%
No. of Shareholders,"1,56,686","1,69,954","1,79,683","1,89,104","1,82,988","1,99,721","2,07,810","2,14,725","2,42,732","2,49,520","2,27,160","2,28,156"

--- CAGR BOXES ---




