CWIP,357,468,506,478,489,569,731,992,983,918,839,836
Investments,"1,118",144,92,41,42,43,48,52,63,168,172,"1,010"
Other Assets +,953,784,875,"1,049","1,337","1,728","1,719","1,912","2,544","2,842","3,433","12,049"
Total Assets,"6,915","6,069","6,375","6,662","7,158","7,925","8,539","9,587","10,927","11,692","12,651","27,546"

--- CASH FLOW ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,"1,094",637,701,785,964,"1,420","1,659","1,662","2,375","1,634","1,806","2,721"
Cash from Investing Activity +,-365,375,-458,-430,-612,-466,-614,"-1,294","-1,039",-879,"-1,921","-2,097"
Cash from Financing Activity +,-563,"-1,224",-251,-273,-349,-502,"-1,318",-628,-678,-514,-474,-417
Net Cash Flow,166,-212,-9,82,3,451,-273,-260,658,241,-589,206
Free Cash Flow,741,79,220,330,434,824,903,295,"1,289",797,"1,055","1,768"
CFO/OP,112%,94%,98%,97%,97%,103%,99%,100%,117%,103%,111%,100%

--- RATIOS ---
,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,15,18,25,23,24,18,29,21,22,24,23,27
Inventory Days,2,3,4,4,4,2,3,,,,,22
Days Payable,21,19,30,23,21,16,23,,,,,32
Cash Conversion Cycle,-4,2,-1,4,7,4,8,21,22,24,23,17
Working Capital Days,-81,-85,-67,-55,-45,-38,-48,-25,-33,-35,-8,53
ROCE %,,12%,13%,17%,19%,29%,34%,31%,31%,20%,20%,18%

--- SHAREHOLDING PATTERN ---
,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,May 2026
Promoters +,60.89%,60.89%,60.89%,60.89%,60.89%,60.89%,60.89%,60.89%,60.89%,60.89%,60.89%,38.94%
FIIs +,3.80%,3.34%,3.72%,4.31%,4.51%,4.53%,3.97%,3.86%,3.70%,3.82%,3.98%,10.57%
DIIs +,13.09%,13.98%,15.04%,14.75%,14.38%,14.21%,14.81%,15.00%,14.97%,15.06%,14.76%,24.64%
Government +,7.01%,7.01%,7.01%,7.01%,7.01%,7.01%,7.01%,7.01%,7.01%,7.01%,7.01%,7.29%
Public +,15.20%,14.78%,13.32%,13.04%,13.20%,13.35%,13.33%,13.25%,13.41%,13.23%,13.35%,18.57%
No. of Shareholders,"2,11,378","2,13,432","1,78,664","1,74,549","1,72,026","1,78,067","1,80,178","1,71,466","1,69,570","1,66,450","1,73,919","3,27,682"

--- CAGR BOXES ---




